I 06.28/02:22:06 main.py:23  ] => Experiment directory: /storage/hujiacong/zxd/Huawei/UniversalCSI/exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/code1e-3_recT1_lr2e-4/enc_seed2026_dec_seed42
I 06.28/02:22:06 main.py:24  ] => PyTorch Version: 2.5.1
I 06.28/02:22:06 init.py:13  ] Random seed set to 2026
I 06.28/02:22:07 init.py:92  ] Running on GPU 1
I 06.28/02:22:10 init.py:132 ] pretrained decoder loaded and frozen from exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth
I 06.28/02:22:10 init.py:139 ] pretrained encoder loaded and frozen from exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth
I 06.28/02:22:12 init.py:152 ] => Model Name: UniversalCSI [pretrained: None; pretrained_decoder: exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth; pretrained_encoder: exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth; adapter: mlp; adapter_hidden_dim: 2048; canonical_head: none; canonical_anchor_seed: 0]
I 06.28/02:22:12 init.py:159 ] => Model Config: compression ratio=1/4; encoder=transnet; decoder=transnet; input shape=(2, 32, 32); input dim=2048
I 06.28/02:22:12 init.py:164 ] => Model Flops: 3.7841e+01M
I 06.28/02:22:12 init.py:165 ] => Model Params Num: 5.2589e+00M

I 06.28/02:22:12 init.py:166 ] 
**********
UniversalCSIModel(
  (encoder): TransNetEncoder(
    (encoder): TransformerEncoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerEncoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
        )
      )
    )
    (fc): Linear(in_features=2048, out_features=512, bias=True)
  )
  (decoder): TransNetDecoder(
    (fc_decoder): Linear(in_features=512, out_features=2048, bias=True)
    (decoder): TransformerDecoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerDecoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (multihead_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm3): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
          (dropout3): Dropout(p=0.0, inplace=False)
        )
      )
      (norm): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
    )
  )
  (code_adapter): MLPAdapter(
    (norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (mlp): Sequential(
      (0): Linear(in_features=512, out_features=2048, bias=True)
      (1): GELU(approximate='none')
      (2): Linear(in_features=2048, out_features=512, bias=True)
    )
  )
)
**********

I 06.28/02:22:12 init.py:33  ] 
decoder.decoder.layers.1.norm2.weight                             False          (64,)
decoder.decoder.layers.1.norm2.bias                               False          (64,)
decoder.decoder.layers.1.norm3.weight                             False          (64,)
decoder.decoder.layers.1.norm3.bias                               False          (64,)
decoder.decoder.norm.weight                                       False          (64,)
decoder.decoder.norm.bias                                         False          (64,)
code_adapter.norm.weight                                          True          (512,)
code_adapter.norm.bias                                            True          (512,)
code_adapter.mlp.0.weight                                         True     (2048, 512)
code_adapter.mlp.0.bias                                           True         (2048,)
code_adapter.mlp.2.weight                                         True     (512, 2048)
code_adapter.mlp.2.bias                                           True          (512,)
**********
I 06.28/02:22:12 main.py:53  ] => Before-train evaluation (frozen encoder + decoder + untrained adapter):
I 06.28/02:22:13 solver.py:548 ] [20/79] loss: 1.1198e-03 | NMSE: 3.9388e+00 | time: 0.047
I 06.28/02:22:14 solver.py:548 ] [40/79] loss: 1.1202e-03 | NMSE: 3.9378e+00 | time: 0.045
I 06.28/02:22:15 solver.py:548 ] [60/79] loss: 1.1200e-03 | NMSE: 3.9474e+00 | time: 0.042
I 06.28/02:22:15 solver.py:562 ] => Test NMSE: 3.9396e+00 | adapter/W1_norm=6.1319e+01 | adapter/W1_mean=5.0671e-05 | adapter/W1_std=5.9882e-02 | adapter/W2_norm=0.0000e+00 | adapter/W2_mean=0.0000e+00 | adapter/W2_std=0.0000e+00 | adapter/delta_ratio=0.0000e+00

I 06.28/02:22:15 solver.py:513 ] 
=> Test result: 
loss: 1.1190e-03    NMSE: 3.9396e+00

I 06.28/02:22:16 solver.py:359 ] => Loading teacher codewords from exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt
I 06.28/02:22:16 solver.py:365 ] => Loaded teacher codewords: torch.Size([100000, 512])
I 06.28/02:22:17 solver.py:282 ] Epoch: [1/400][20/391] lr: 2.56e-07 | recon: 1.1163e-03 code: 2.2760e-01 recT: 1.1166e-03 total: 2.4605e-03 | time: 0.044
I 06.28/02:22:18 solver.py:282 ] Epoch: [1/400][40/391] lr: 5.12e-07 | recon: 1.1115e-03 code: 2.2678e-01 recT: 1.1118e-03 total: 2.4500e-03 | time: 0.039
I 06.28/02:22:19 solver.py:282 ] Epoch: [1/400][60/391] lr: 7.67e-07 | recon: 1.0980e-03 code: 2.2696e-01 recT: 1.0983e-03 total: 2.4233e-03 | time: 0.039
I 06.28/02:22:20 solver.py:282 ] Epoch: [1/400][80/391] lr: 1.02e-06 | recon: 1.0811e-03 code: 2.2649e-01 recT: 1.0813e-03 total: 2.3889e-03 | time: 0.038
I 06.28/02:22:20 solver.py:282 ] Epoch: [1/400][100/391] lr: 1.28e-06 | recon: 1.0621e-03 code: 2.2579e-01 recT: 1.0624e-03 total: 2.3504e-03 | time: 0.038
I 06.28/02:22:21 solver.py:282 ] Epoch: [1/400][120/391] lr: 1.53e-06 | recon: 1.0424e-03 code: 2.2529e-01 recT: 1.0427e-03 total: 2.3104e-03 | time: 0.037
I 06.28/02:22:22 solver.py:282 ] Epoch: [1/400][140/391] lr: 1.79e-06 | recon: 1.0218e-03 code: 2.2479e-01 recT: 1.0220e-03 total: 2.2687e-03 | time: 0.037
I 06.28/02:22:22 solver.py:282 ] Epoch: [1/400][160/391] lr: 2.05e-06 | recon: 1.0012e-03 code: 2.2397e-01 recT: 1.0014e-03 total: 2.2265e-03 | time: 0.037
I 06.28/02:22:23 solver.py:282 ] Epoch: [1/400][180/391] lr: 2.30e-06 | recon: 9.8149e-04 code: 2.2278e-01 recT: 9.8168e-04 total: 2.1860e-03 | time: 0.037
I 06.28/02:22:24 solver.py:282 ] Epoch: [1/400][200/391] lr: 2.56e-06 | recon: 9.6244e-04 code: 2.2114e-01 recT: 9.6260e-04 total: 2.1462e-03 | time: 0.036
I 06.28/02:22:25 solver.py:282 ] Epoch: [1/400][220/391] lr: 2.81e-06 | recon: 9.4214e-04 code: 2.1836e-01 recT: 9.4228e-04 total: 2.1028e-03 | time: 0.036
I 06.28/02:22:26 solver.py:282 ] Epoch: [1/400][240/391] lr: 3.07e-06 | recon: 9.1936e-04 code: 2.1392e-01 recT: 9.1946e-04 total: 2.0527e-03 | time: 0.037
I 06.28/02:22:26 solver.py:282 ] Epoch: [1/400][260/391] lr: 3.32e-06 | recon: 8.9066e-04 code: 2.0745e-01 recT: 8.9073e-04 total: 1.9888e-03 | time: 0.037
I 06.28/02:22:27 solver.py:282 ] Epoch: [1/400][280/391] lr: 3.58e-06 | recon: 8.5465e-04 code: 1.9941e-01 recT: 8.5469e-04 total: 1.9087e-03 | time: 0.038
I 06.28/02:22:28 solver.py:282 ] Epoch: [1/400][300/391] lr: 3.84e-06 | recon: 8.1425e-04 code: 1.9064e-01 recT: 8.1427e-04 total: 1.8192e-03 | time: 0.038
I 06.28/02:22:29 solver.py:282 ] Epoch: [1/400][320/391] lr: 4.09e-06 | recon: 7.7365e-04 code: 1.8189e-01 recT: 7.7365e-04 total: 1.7292e-03 | time: 0.038
I 06.28/02:22:30 solver.py:282 ] Epoch: [1/400][340/391] lr: 4.35e-06 | recon: 7.3515e-04 code: 1.7363e-01 recT: 7.3512e-04 total: 1.6439e-03 | time: 0.039
I 06.28/02:22:30 solver.py:282 ] Epoch: [1/400][360/391] lr: 4.60e-06 | recon: 6.9947e-04 code: 1.6598e-01 recT: 6.9942e-04 total: 1.5649e-03 | time: 0.039
I 06.28/02:22:31 solver.py:282 ] Epoch: [1/400][380/391] lr: 4.86e-06 | recon: 6.6657e-04 code: 1.5894e-01 recT: 6.6650e-04 total: 1.4920e-03 | time: 0.039
I 06.28/02:22:32 solver.py:318 ] => Train  Recon loss: 6.4962e-04 | Code loss: 1.5531e-01 | Teacher recon loss: 6.4954e-04 | Total: 1.4545e-03 | adapter/W1_norm=6.1518e+01 | adapter/W1_mean=4.5200e-05 | adapter/W1_std=6.0076e-02 | adapter/W2_norm=5.3229e-01 | adapter/W2_mean=4.9619e-04 | adapter/W2_std=1.5494e-04 | adapter/delta_ratio=7.1421e-01

I 06.28/02:22:33 solver.py:282 ] Epoch: [2/400][20/391] lr: 5.26e-06 | recon: 5.7656e-05 code: 2.8776e-02 recT: 5.7256e-05 total: 1.4369e-04 | time: 0.035
I 06.28/02:22:33 solver.py:282 ] Epoch: [2/400][40/391] lr: 5.51e-06 | recon: 5.2084e-05 code: 2.7590e-02 recT: 5.1665e-05 total: 1.3134e-04 | time: 0.039
I 06.28/02:22:34 solver.py:282 ] Epoch: [2/400][60/391] lr: 5.77e-06 | recon: 4.8637e-05 code: 2.6956e-02 recT: 4.8215e-05 total: 1.2381e-04 | time: 0.039
I 06.28/02:22:35 solver.py:282 ] Epoch: [2/400][80/391] lr: 6.02e-06 | recon: 4.5260e-05 code: 2.6335e-02 recT: 4.4831e-05 total: 1.1643e-04 | time: 0.038
I 06.28/02:22:36 solver.py:282 ] Epoch: [2/400][100/391] lr: 6.28e-06 | recon: 4.2898e-05 code: 2.5843e-02 recT: 4.2471e-05 total: 1.1121e-04 | time: 0.038
I 06.28/02:22:36 solver.py:282 ] Epoch: [2/400][120/391] lr: 6.53e-06 | recon: 4.0640e-05 code: 2.5328e-02 recT: 4.0205e-05 total: 1.0617e-04 | time: 0.038
I 06.28/02:22:37 solver.py:282 ] Epoch: [2/400][140/391] lr: 6.79e-06 | recon: 3.8599e-05 code: 2.4928e-02 recT: 3.8160e-05 total: 1.0169e-04 | time: 0.039
I 06.28/02:22:38 solver.py:282 ] Epoch: [2/400][160/391] lr: 7.05e-06 | recon: 3.6886e-05 code: 2.4544e-02 recT: 3.6443e-05 total: 9.7872e-05 | time: 0.039
I 06.28/02:22:39 solver.py:282 ] Epoch: [2/400][180/391] lr: 7.30e-06 | recon: 3.5460e-05 code: 2.4254e-02 recT: 3.5014e-05 total: 9.4727e-05 | time: 0.038
I 06.28/02:22:39 solver.py:282 ] Epoch: [2/400][200/391] lr: 7.56e-06 | recon: 3.4046e-05 code: 2.3917e-02 recT: 3.3599e-05 total: 9.1562e-05 | time: 0.037
I 06.28/02:22:40 solver.py:282 ] Epoch: [2/400][220/391] lr: 7.81e-06 | recon: 3.2810e-05 code: 2.3638e-02 recT: 3.2361e-05 total: 8.8809e-05 | time: 0.038
I 06.28/02:22:41 solver.py:282 ] Epoch: [2/400][240/391] lr: 8.07e-06 | recon: 3.1759e-05 code: 2.3354e-02 recT: 3.1308e-05 total: 8.6422e-05 | time: 0.037
I 06.28/02:22:42 solver.py:282 ] Epoch: [2/400][260/391] lr: 8.32e-06 | recon: 3.0871e-05 code: 2.3111e-02 recT: 3.0417e-05 total: 8.4399e-05 | time: 0.037
I 06.28/02:22:43 solver.py:282 ] Epoch: [2/400][280/391] lr: 8.58e-06 | recon: 2.9998e-05 code: 2.2886e-02 recT: 2.9544e-05 total: 8.2428e-05 | time: 0.038
I 06.28/02:22:43 solver.py:282 ] Epoch: [2/400][300/391] lr: 8.84e-06 | recon: 2.9197e-05 code: 2.2676e-02 recT: 2.8740e-05 total: 8.0613e-05 | time: 0.038
I 06.28/02:22:44 solver.py:282 ] Epoch: [2/400][320/391] lr: 9.09e-06 | recon: 2.8516e-05 code: 2.2468e-02 recT: 2.8058e-05 total: 7.9042e-05 | time: 0.039
I 06.28/02:22:45 solver.py:282 ] Epoch: [2/400][340/391] lr: 9.35e-06 | recon: 2.7857e-05 code: 2.2278e-02 recT: 2.7397e-05 total: 7.7532e-05 | time: 0.039
I 06.28/02:22:46 solver.py:282 ] Epoch: [2/400][360/391] lr: 9.60e-06 | recon: 2.7253e-05 code: 2.2097e-02 recT: 2.6792e-05 total: 7.6142e-05 | time: 0.039
I 06.28/02:22:47 solver.py:282 ] Epoch: [2/400][380/391] lr: 9.86e-06 | recon: 2.6693e-05 code: 2.1916e-02 recT: 2.6231e-05 total: 7.4840e-05 | time: 0.039
I 06.28/02:22:47 solver.py:318 ] => Train  Recon loss: 2.6400e-05 | Code loss: 2.1806e-02 | Teacher recon loss: 2.5938e-05 | Total: 7.4144e-05 | adapter/W1_norm=6.1602e+01 | adapter/W1_mean=2.8509e-05 | adapter/W1_std=6.0159e-02 | adapter/W2_norm=6.3298e-01 | adapter/W2_mean=5.8436e-04 | adapter/W2_std=2.0156e-04 | adapter/delta_ratio=8.2719e-01

I 06.28/02:22:48 solver.py:282 ] Epoch: [3/400][20/391] lr: 1.03e-05 | recon: 1.5492e-05 code: 1.8017e-02 recT: 1.5006e-05 total: 4.8515e-05 | time: 0.052
I 06.28/02:22:49 solver.py:282 ] Epoch: [3/400][40/391] lr: 1.05e-05 | recon: 1.5507e-05 code: 1.7900e-02 recT: 1.5021e-05 total: 4.8429e-05 | time: 0.045
I 06.28/02:22:50 solver.py:282 ] Epoch: [3/400][60/391] lr: 1.08e-05 | recon: 1.5478e-05 code: 1.7799e-02 recT: 1.4990e-05 total: 4.8268e-05 | time: 0.042
I 06.28/02:22:51 solver.py:282 ] Epoch: [3/400][80/391] lr: 1.10e-05 | recon: 1.5250e-05 code: 1.7624e-02 recT: 1.4766e-05 total: 4.7641e-05 | time: 0.045
I 06.28/02:22:52 solver.py:282 ] Epoch: [3/400][100/391] lr: 1.13e-05 | recon: 1.5064e-05 code: 1.7460e-02 recT: 1.4578e-05 total: 4.7102e-05 | time: 0.043
I 06.28/02:22:53 solver.py:282 ] Epoch: [3/400][120/391] lr: 1.15e-05 | recon: 1.4874e-05 code: 1.7319e-02 recT: 1.4391e-05 total: 4.6584e-05 | time: 0.045
I 06.28/02:22:53 solver.py:282 ] Epoch: [3/400][140/391] lr: 1.18e-05 | recon: 1.4718e-05 code: 1.7170e-02 recT: 1.4236e-05 total: 4.6124e-05 | time: 0.044
I 06.28/02:22:54 solver.py:282 ] Epoch: [3/400][160/391] lr: 1.20e-05 | recon: 1.4577e-05 code: 1.7026e-02 recT: 1.4095e-05 total: 4.5698e-05 | time: 0.044
I 06.28/02:22:55 solver.py:282 ] Epoch: [3/400][180/391] lr: 1.23e-05 | recon: 1.4426e-05 code: 1.6898e-02 recT: 1.3944e-05 total: 4.5268e-05 | time: 0.044
I 06.28/02:22:56 solver.py:282 ] Epoch: [3/400][200/391] lr: 1.26e-05 | recon: 1.4276e-05 code: 1.6769e-02 recT: 1.3795e-05 total: 4.4840e-05 | time: 0.045
I 06.28/02:22:57 solver.py:282 ] Epoch: [3/400][220/391] lr: 1.28e-05 | recon: 1.4096e-05 code: 1.6621e-02 recT: 1.3616e-05 total: 4.4333e-05 | time: 0.045
I 06.28/02:22:58 solver.py:282 ] Epoch: [3/400][240/391] lr: 1.31e-05 | recon: 1.3950e-05 code: 1.6492e-02 recT: 1.3469e-05 total: 4.3911e-05 | time: 0.045
I 06.28/02:22:59 solver.py:282 ] Epoch: [3/400][260/391] lr: 1.33e-05 | recon: 1.3811e-05 code: 1.6344e-02 recT: 1.3330e-05 total: 4.3485e-05 | time: 0.045
I 06.28/02:23:00 solver.py:282 ] Epoch: [3/400][280/391] lr: 1.36e-05 | recon: 1.3676e-05 code: 1.6222e-02 recT: 1.3197e-05 total: 4.3095e-05 | time: 0.045
I 06.28/02:23:01 solver.py:282 ] Epoch: [3/400][300/391] lr: 1.38e-05 | recon: 1.3523e-05 code: 1.6092e-02 recT: 1.3045e-05 total: 4.2660e-05 | time: 0.046
I 06.28/02:23:03 solver.py:282 ] Epoch: [3/400][320/391] lr: 1.41e-05 | recon: 1.3401e-05 code: 1.5949e-02 recT: 1.2922e-05 total: 4.2272e-05 | time: 0.050
I 06.28/02:23:04 solver.py:282 ] Epoch: [3/400][340/391] lr: 1.43e-05 | recon: 1.3270e-05 code: 1.5815e-02 recT: 1.2792e-05 total: 4.1877e-05 | time: 0.051
I 06.28/02:23:06 solver.py:282 ] Epoch: [3/400][360/391] lr: 1.46e-05 | recon: 1.3132e-05 code: 1.5685e-02 recT: 1.2653e-05 total: 4.1470e-05 | time: 0.051
I 06.28/02:23:06 solver.py:282 ] Epoch: [3/400][380/391] lr: 1.49e-05 | recon: 1.2985e-05 code: 1.5552e-02 recT: 1.2506e-05 total: 4.1044e-05 | time: 0.050
I 06.28/02:23:07 solver.py:318 ] => Train  Recon loss: 1.2933e-05 | Code loss: 1.5483e-02 | Teacher recon loss: 1.2453e-05 | Total: 4.0869e-05 | adapter/W1_norm=6.1639e+01 | adapter/W1_mean=2.3168e-05 | adapter/W1_std=6.0195e-02 | adapter/W2_norm=7.0136e-01 | adapter/W2_mean=5.7932e-04 | adapter/W2_std=3.6538e-04 | adapter/delta_ratio=8.2836e-01

I 06.28/02:23:08 solver.py:282 ] Epoch: [4/400][20/391] lr: 1.53e-05 | recon: 1.0101e-05 code: 1.2828e-02 recT: 9.6231e-06 total: 3.2552e-05 | time: 0.041
I 06.28/02:23:09 solver.py:282 ] Epoch: [4/400][40/391] lr: 1.55e-05 | recon: 9.9901e-06 code: 1.2550e-02 recT: 9.5255e-06 total: 3.2065e-05 | time: 0.047
I 06.28/02:23:10 solver.py:282 ] Epoch: [4/400][60/391] lr: 1.58e-05 | recon: 9.9554e-06 code: 1.2434e-02 recT: 9.4832e-06 total: 3.1872e-05 | time: 0.045
I 06.28/02:23:11 solver.py:282 ] Epoch: [4/400][80/391] lr: 1.60e-05 | recon: 9.9092e-06 code: 1.2337e-02 recT: 9.4379e-06 total: 3.1684e-05 | time: 0.045
I 06.28/02:23:12 solver.py:282 ] Epoch: [4/400][100/391] lr: 1.63e-05 | recon: 9.8160e-06 code: 1.2216e-02 recT: 9.3447e-06 total: 3.1376e-05 | time: 0.047
I 06.28/02:23:13 solver.py:282 ] Epoch: [4/400][120/391] lr: 1.65e-05 | recon: 9.7080e-06 code: 1.2146e-02 recT: 9.2360e-06 total: 3.1090e-05 | time: 0.046
I 06.28/02:23:14 solver.py:282 ] Epoch: [4/400][140/391] lr: 1.68e-05 | recon: 9.5807e-06 code: 1.2025e-02 recT: 9.1064e-06 total: 3.0712e-05 | time: 0.047
I 06.28/02:23:15 solver.py:282 ] Epoch: [4/400][160/391] lr: 1.70e-05 | recon: 9.4790e-06 code: 1.1869e-02 recT: 9.0031e-06 total: 3.0351e-05 | time: 0.046
I 06.28/02:23:16 solver.py:282 ] Epoch: [4/400][180/391] lr: 1.73e-05 | recon: 9.3724e-06 code: 1.1756e-02 recT: 8.8957e-06 total: 3.0024e-05 | time: 0.047
I 06.28/02:23:16 solver.py:282 ] Epoch: [4/400][200/391] lr: 1.76e-05 | recon: 9.2893e-06 code: 1.1626e-02 recT: 8.8132e-06 total: 2.9728e-05 | time: 0.046
