I 06.29/03:07:25 main.py:44  ] => Experiment directory: /storage/hujiacong/zxd/Huawei/UniversalCSI/exps/COST2100/in/encoder_canonical/adapter/aux_pca_5e-3_code_mean1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42
I 06.29/03:07:25 main.py:45  ] => PyTorch Version: 2.5.1
I 06.29/03:07:25 init.py:13  ] Random seed set to 3407
I 06.29/03:07:25 init.py:92  ] Running on GPU 1
I 06.29/03:07:28 init.py:134 ] pretrained decoder loaded and frozen from exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth
I 06.29/03:07:28 init.py:141 ] pretrained encoder loaded and frozen from exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4/seed3407_transnet_transnet/checkpoints/best_nmse.pth
I 06.29/03:07:29 init.py:154 ] => Model Name: UniversalCSI [pretrained: None; pretrained_decoder: exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth; pretrained_encoder: exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4/seed3407_transnet_transnet/checkpoints/best_nmse.pth; adapter: gated_lowrank_affine_mlp; adapter_hidden_dim: 2048; canonical_head: none; canonical_anchor_seed: 0]
I 06.29/03:07:29 init.py:161 ] => Model Config: compression ratio=1/4; encoder=transnet; decoder=transnet; input shape=(2, 32, 32); input dim=2048
I 06.29/03:07:29 init.py:166 ] => Model Flops: 3.7876e+01M
I 06.29/03:07:29 init.py:167 ] => Model Params Num: 5.2927e+00M

I 06.29/03:07:29 init.py:168 ] 
**********
UniversalCSIModel(
  (encoder): TransNetEncoder(
    (encoder): TransformerEncoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerEncoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
        )
      )
    )
    (fc): Linear(in_features=2048, out_features=512, bias=True)
  )
  (decoder): TransNetDecoder(
    (fc_decoder): Linear(in_features=512, out_features=2048, bias=True)
    (decoder): TransformerDecoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerDecoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (multihead_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm3): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
          (dropout3): Dropout(p=0.0, inplace=False)
        )
      )
      (norm): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
    )
  )
  (code_adapter): GatedLowRankAffineMLPAdapter(
    (lowrank_norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (down): Linear(in_features=512, out_features=32, bias=False)
    (up): Linear(in_features=32, out_features=512, bias=False)
    (mlp_norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (mlp): Sequential(
      (0): Linear(in_features=512, out_features=2048, bias=True)
      (1): GELU(approximate='none')
      (2): Linear(in_features=2048, out_features=512, bias=True)
    )
  )
)
**********

I 06.29/03:07:29 init.py:33  ] 
code_adapter.lowrank_norm.weight                                  True          (512,)
code_adapter.lowrank_norm.bias                                    True          (512,)
code_adapter.down.weight                                          True       (32, 512)
code_adapter.up.weight                                            True       (512, 32)
code_adapter.mlp_norm.weight                                      True          (512,)
code_adapter.mlp_norm.bias                                        True          (512,)
code_adapter.mlp.0.weight                                         True     (2048, 512)
code_adapter.mlp.0.bias                                           True         (2048,)
code_adapter.mlp.2.weight                                         True     (512, 2048)
code_adapter.mlp.2.bias                                           True          (512,)
**********
I 06.29/03:07:29 main.py:74  ] => Before-train evaluation (frozen encoder + decoder + untrained adapter):
I 06.29/03:07:30 solver.py:548 ] [20/79] loss: 4.0872e-05 | NMSE: -1.0438e+01 | time: 0.040
I 06.29/03:07:30 solver.py:548 ] [40/79] loss: 4.0807e-05 | NMSE: -1.0448e+01 | time: 0.037
I 06.29/03:07:31 solver.py:548 ] [60/79] loss: 4.0842e-05 | NMSE: -1.0434e+01 | time: 0.035
I 06.29/03:07:31 solver.py:562 ] => Test NMSE: -1.0438e+01 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.0000e-01 | adapter/gate_std=0.0000e+00 | adapter/down_norm=7.6573e+00 | adapter/up_norm=0.0000e+00 | adapter/bias_norm=0.0000e+00 | adapter/W1_norm=6.1292e+01 | adapter/W2_norm=0.0000e+00 | adapter/lowrank_ratio=0.0000e+00 | adapter/mlp_ratio=0.0000e+00 | adapter/delta_ratio=0.0000e+00

I 06.29/03:07:31 solver.py:513 ] 
=> Test result: 
loss: 4.0823e-05    NMSE: -1.0438e+01

I 06.29/03:07:32 solver.py:359 ] => Loading teacher codewords from exps/COST2100/in/encoder_canonical/aux_pca_5e-3_code_mean1e-4/seed42_transnet_transnet/codewords/train_code.pt
I 06.29/03:07:33 solver.py:365 ] => Loaded teacher codewords: torch.Size([100000, 512])
I 06.29/03:07:34 solver.py:282 ] Epoch: [1/400][20/391] lr: 6.39e-07 | recon: 4.0454e-05 code: 2.6428e-03 fc: 8.1072e-04 total: 5.1204e-05 | time: 0.090
I 06.29/03:07:36 solver.py:282 ] Epoch: [1/400][40/391] lr: 1.28e-06 | recon: 4.0542e-05 code: 2.6506e-03 fc: 8.1371e-04 total: 5.1330e-05 | time: 0.073
I 06.29/03:07:36 solver.py:282 ] Epoch: [1/400][60/391] lr: 1.92e-06 | recon: 4.0619e-05 code: 2.6567e-03 fc: 8.1718e-04 total: 5.1448e-05 | time: 0.065
I 06.29/03:07:38 solver.py:282 ] Epoch: [1/400][80/391] lr: 2.56e-06 | recon: 4.0504e-05 code: 2.6536e-03 fc: 8.1522e-04 total: 5.1310e-05 | time: 0.063
I 06.29/03:07:39 solver.py:282 ] Epoch: [1/400][100/391] lr: 3.20e-06 | recon: 4.0274e-05 code: 2.6427e-03 fc: 8.1184e-04 total: 5.1035e-05 | time: 0.062
I 06.29/03:07:40 solver.py:282 ] Epoch: [1/400][120/391] lr: 3.84e-06 | recon: 4.0031e-05 code: 2.6305e-03 fc: 8.0798e-04 total: 5.0741e-05 | time: 0.059
I 06.29/03:07:41 solver.py:282 ] Epoch: [1/400][140/391] lr: 4.48e-06 | recon: 3.9869e-05 code: 2.6218e-03 fc: 8.0638e-04 total: 5.0554e-05 | time: 0.059
I 06.29/03:07:42 solver.py:282 ] Epoch: [1/400][160/391] lr: 5.12e-06 | recon: 3.9618e-05 code: 2.6100e-03 fc: 8.0199e-04 total: 5.0248e-05 | time: 0.057
I 06.29/03:07:43 solver.py:282 ] Epoch: [1/400][180/391] lr: 5.75e-06 | recon: 3.9323e-05 code: 2.5942e-03 fc: 7.9701e-04 total: 4.9887e-05 | time: 0.058
I 06.29/03:07:44 solver.py:282 ] Epoch: [1/400][200/391] lr: 6.39e-06 | recon: 3.9010e-05 code: 2.5774e-03 fc: 7.9124e-04 total: 4.9499e-05 | time: 0.057
I 06.29/03:07:45 solver.py:282 ] Epoch: [1/400][220/391] lr: 7.03e-06 | recon: 3.8692e-05 code: 2.5591e-03 fc: 7.8553e-04 total: 4.9106e-05 | time: 0.057
I 06.29/03:07:46 solver.py:282 ] Epoch: [1/400][240/391] lr: 7.67e-06 | recon: 3.8355e-05 code: 2.5394e-03 fc: 7.7946e-04 total: 4.8689e-05 | time: 0.057
I 06.29/03:07:47 solver.py:282 ] Epoch: [1/400][260/391] lr: 8.31e-06 | recon: 3.8020e-05 code: 2.5194e-03 fc: 7.7337e-04 total: 4.8273e-05 | time: 0.057
I 06.29/03:07:48 solver.py:282 ] Epoch: [1/400][280/391] lr: 8.95e-06 | recon: 3.7628e-05 code: 2.4959e-03 fc: 7.6603e-04 total: 4.7784e-05 | time: 0.057
I 06.29/03:07:50 solver.py:282 ] Epoch: [1/400][300/391] lr: 9.59e-06 | recon: 3.7268e-05 code: 2.4744e-03 fc: 7.5929e-04 total: 4.7336e-05 | time: 0.057
I 06.29/03:07:51 solver.py:282 ] Epoch: [1/400][320/391] lr: 1.02e-05 | recon: 3.6884e-05 code: 2.4514e-03 fc: 7.5216e-04 total: 4.6858e-05 | time: 0.056
I 06.29/03:07:52 solver.py:282 ] Epoch: [1/400][340/391] lr: 1.09e-05 | recon: 3.6507e-05 code: 2.4282e-03 fc: 7.4532e-04 total: 4.6389e-05 | time: 0.057
I 06.29/03:07:53 solver.py:282 ] Epoch: [1/400][360/391] lr: 1.15e-05 | recon: 3.6105e-05 code: 2.4028e-03 fc: 7.3791e-04 total: 4.5887e-05 | time: 0.057
I 06.29/03:07:54 solver.py:282 ] Epoch: [1/400][380/391] lr: 1.21e-05 | recon: 3.5680e-05 code: 2.3767e-03 fc: 7.2988e-04 total: 4.5355e-05 | time: 0.056
I 06.29/03:07:55 solver.py:318 ] => Train  Recon loss: 3.5430e-05 | Code loss: 2.3609e-03 | FC loss: 7.2519e-04 | Total: 4.5043e-05 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.0279e-01 | adapter/gate_std=7.7355e-04 | adapter/down_norm=7.6766e+00 | adapter/up_norm=8.8136e-02 | adapter/bias_norm=5.3004e-03 | adapter/W1_norm=6.1311e+01 | adapter/W2_norm=7.0271e-01 | adapter/lowrank_ratio=2.3894e-02 | adapter/mlp_ratio=3.8328e-02 | adapter/delta_ratio=5.1260e-02

I 06.29/03:07:56 solver.py:282 ] Epoch: [2/400][20/391] lr: 1.31e-05 | recon: 2.6713e-05 code: 1.8101e-03 fc: 5.6352e-04 total: 3.4158e-05 | time: 0.053
I 06.29/03:07:57 solver.py:282 ] Epoch: [2/400][40/391] lr: 1.38e-05 | recon: 2.6001e-05 code: 1.7605e-03 fc: 5.5122e-04 total: 3.3274e-05 | time: 0.056
I 06.29/03:07:58 solver.py:282 ] Epoch: [2/400][60/391] lr: 1.44e-05 | recon: 2.5471e-05 code: 1.7254e-03 fc: 5.4074e-04 total: 3.2604e-05 | time: 0.055
I 06.29/03:07:59 solver.py:282 ] Epoch: [2/400][80/391] lr: 1.51e-05 | recon: 2.4875e-05 code: 1.6886e-03 fc: 5.2871e-04 total: 3.1850e-05 | time: 0.054
I 06.29/03:08:00 solver.py:282 ] Epoch: [2/400][100/391] lr: 1.57e-05 | recon: 2.4286e-05 code: 1.6491e-03 fc: 5.1759e-04 total: 3.1111e-05 | time: 0.056
I 06.29/03:08:02 solver.py:282 ] Epoch: [2/400][120/391] lr: 1.63e-05 | recon: 2.3741e-05 code: 1.6148e-03 fc: 5.0659e-04 total: 3.0422e-05 | time: 0.063
I 06.29/03:08:05 solver.py:282 ] Epoch: [2/400][140/391] lr: 1.70e-05 | recon: 2.3206e-05 code: 1.5795e-03 fc: 4.9606e-04 total: 2.9746e-05 | time: 0.070
I 06.29/03:08:06 solver.py:282 ] Epoch: [2/400][160/391] lr: 1.76e-05 | recon: 2.2702e-05 code: 1.5452e-03 fc: 4.8661e-04 total: 2.9113e-05 | time: 0.067
I 06.29/03:08:07 solver.py:282 ] Epoch: [2/400][180/391] lr: 1.83e-05 | recon: 2.2191e-05 code: 1.5103e-03 fc: 4.7688e-04 total: 2.8470e-05 | time: 0.066
I 06.29/03:08:08 solver.py:282 ] Epoch: [2/400][200/391] lr: 1.89e-05 | recon: 2.1712e-05 code: 1.4769e-03 fc: 4.6795e-04 total: 2.7869e-05 | time: 0.064
I 06.29/03:08:09 solver.py:282 ] Epoch: [2/400][220/391] lr: 1.95e-05 | recon: 2.1242e-05 code: 1.4449e-03 fc: 4.5916e-04 total: 2.7279e-05 | time: 0.064
I 06.29/03:08:10 solver.py:282 ] Epoch: [2/400][240/391] lr: 2.02e-05 | recon: 2.0778e-05 code: 1.4130e-03 fc: 4.5025e-04 total: 2.6694e-05 | time: 0.063
I 06.29/03:08:11 solver.py:282 ] Epoch: [2/400][260/391] lr: 2.08e-05 | recon: 2.0311e-05 code: 1.3811e-03 fc: 4.4116e-04 total: 2.6104e-05 | time: 0.062
I 06.29/03:08:12 solver.py:282 ] Epoch: [2/400][280/391] lr: 2.15e-05 | recon: 1.9878e-05 code: 1.3507e-03 fc: 4.3299e-04 total: 2.5559e-05 | time: 0.062
I 06.29/03:08:13 solver.py:282 ] Epoch: [2/400][300/391] lr: 2.21e-05 | recon: 1.9450e-05 code: 1.3211e-03 fc: 4.2480e-04 total: 2.5019e-05 | time: 0.062
I 06.29/03:08:14 solver.py:282 ] Epoch: [2/400][320/391] lr: 2.27e-05 | recon: 1.9052e-05 code: 1.2936e-03 fc: 4.1722e-04 total: 2.4517e-05 | time: 0.061
I 06.29/03:08:16 solver.py:282 ] Epoch: [2/400][340/391] lr: 2.34e-05 | recon: 1.8655e-05 code: 1.2659e-03 fc: 4.0955e-04 total: 2.4017e-05 | time: 0.061
I 06.29/03:08:17 solver.py:282 ] Epoch: [2/400][360/391] lr: 2.40e-05 | recon: 1.8264e-05 code: 1.2388e-03 fc: 4.0192e-04 total: 2.3522e-05 | time: 0.061
I 06.29/03:08:18 solver.py:282 ] Epoch: [2/400][380/391] lr: 2.46e-05 | recon: 1.7895e-05 code: 1.2127e-03 fc: 3.9473e-04 total: 2.3055e-05 | time: 0.061
I 06.29/03:08:19 solver.py:318 ] => Train  Recon loss: 1.7692e-05 | Code loss: 1.1983e-03 | FC loss: 3.9077e-04 | Total: 2.2798e-05 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.1052e-01 | adapter/gate_std=2.9330e-03 | adapter/down_norm=7.7366e+00 | adapter/up_norm=2.1563e-01 | adapter/bias_norm=3.6065e-02 | adapter/W1_norm=6.1425e+01 | adapter/W2_norm=2.0452e+00 | adapter/lowrank_ratio=6.0551e-02 | adapter/mlp_ratio=1.2111e-01 | adapter/delta_ratio=1.4781e-01

I 06.29/03:08:20 solver.py:282 ] Epoch: [3/400][20/391] lr: 2.56e-05 | recon: 1.0040e-05 code: 6.6143e-04 fc: 2.3809e-04 total: 1.3082e-05 | time: 0.071
I 06.29/03:08:21 solver.py:282 ] Epoch: [3/400][40/391] lr: 2.63e-05 | recon: 9.8002e-06 code: 6.4780e-04 fc: 2.3382e-04 total: 1.2786e-05 | time: 0.065
I 06.29/03:08:22 solver.py:282 ] Epoch: [3/400][60/391] lr: 2.69e-05 | recon: 9.7163e-06 code: 6.4159e-04 fc: 2.3239e-04 total: 1.2682e-05 | time: 0.056
I 06.29/03:08:23 solver.py:282 ] Epoch: [3/400][80/391] lr: 2.76e-05 | recon: 9.6083e-06 code: 6.3224e-04 fc: 2.3037e-04 total: 1.2544e-05 | time: 0.059
I 06.29/03:08:25 solver.py:282 ] Epoch: [3/400][100/391] lr: 2.82e-05 | recon: 9.4534e-06 code: 6.2092e-04 fc: 2.2700e-04 total: 1.2344e-05 | time: 0.059
I 06.29/03:08:26 solver.py:282 ] Epoch: [3/400][120/391] lr: 2.88e-05 | recon: 9.3032e-06 code: 6.1028e-04 fc: 2.2394e-04 total: 1.2153e-05 | time: 0.057
I 06.29/03:08:27 solver.py:282 ] Epoch: [3/400][140/391] lr: 2.95e-05 | recon: 9.1465e-06 code: 5.9887e-04 fc: 2.2062e-04 total: 1.1952e-05 | time: 0.059
I 06.29/03:08:28 solver.py:282 ] Epoch: [3/400][160/391] lr: 3.01e-05 | recon: 8.9948e-06 code: 5.8816e-04 fc: 2.1718e-04 total: 1.1755e-05 | time: 0.057
I 06.29/03:08:29 solver.py:282 ] Epoch: [3/400][180/391] lr: 3.08e-05 | recon: 8.8655e-06 code: 5.7845e-04 fc: 2.1439e-04 total: 1.1588e-05 | time: 0.057
I 06.29/03:08:30 solver.py:282 ] Epoch: [3/400][200/391] lr: 3.14e-05 | recon: 8.7289e-06 code: 5.6853e-04 fc: 2.1138e-04 total: 1.1411e-05 | time: 0.057
I 06.29/03:08:31 solver.py:282 ] Epoch: [3/400][220/391] lr: 3.20e-05 | recon: 8.6079e-06 code: 5.5959e-04 fc: 2.0873e-04 total: 1.1255e-05 | time: 0.056
I 06.29/03:08:32 solver.py:282 ] Epoch: [3/400][240/391] lr: 3.27e-05 | recon: 8.4922e-06 code: 5.5101e-04 fc: 2.0610e-04 total: 1.1104e-05 | time: 0.057
I 06.29/03:08:33 solver.py:282 ] Epoch: [3/400][260/391] lr: 3.33e-05 | recon: 8.3767e-06 code: 5.4260e-04 fc: 2.0347e-04 total: 1.0954e-05 | time: 0.056
I 06.29/03:08:34 solver.py:282 ] Epoch: [3/400][280/391] lr: 3.40e-05 | recon: 8.2719e-06 code: 5.3506e-04 fc: 2.0106e-04 total: 1.0818e-05 | time: 0.056
I 06.29/03:08:36 solver.py:282 ] Epoch: [3/400][300/391] lr: 3.46e-05 | recon: 8.1624e-06 code: 5.2719e-04 fc: 1.9856e-04 total: 1.0675e-05 | time: 0.056
I 06.29/03:08:37 solver.py:282 ] Epoch: [3/400][320/391] lr: 3.52e-05 | recon: 8.0518e-06 code: 5.1936e-04 fc: 1.9595e-04 total: 1.0531e-05 | time: 0.056
I 06.29/03:08:38 solver.py:282 ] Epoch: [3/400][340/391] lr: 3.59e-05 | recon: 7.9465e-06 code: 5.1180e-04 fc: 1.9345e-04 total: 1.0393e-05 | time: 0.057
I 06.29/03:08:39 solver.py:282 ] Epoch: [3/400][360/391] lr: 3.65e-05 | recon: 7.8507e-06 code: 5.0482e-04 fc: 1.9116e-04 total: 1.0267e-05 | time: 0.056
I 06.29/03:08:40 solver.py:282 ] Epoch: [3/400][380/391] lr: 3.71e-05 | recon: 7.7624e-06 code: 4.9845e-04 fc: 1.8909e-04 total: 1.0152e-05 | time: 0.056
I 06.29/03:08:40 solver.py:318 ] => Train  Recon loss: 7.7154e-06 | Code loss: 4.9504e-04 | FC loss: 1.8796e-04 | Total: 1.0090e-05 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.1836e-01 | adapter/gate_std=6.8283e-03 | adapter/down_norm=7.7332e+00 | adapter/up_norm=2.5570e-01 | adapter/bias_norm=7.3205e-02 | adapter/W1_norm=6.1540e+01 | adapter/W2_norm=3.0330e+00 | adapter/lowrank_ratio=7.0546e-02 | adapter/mlp_ratio=1.6804e-01 | adapter/delta_ratio=1.8984e-01

I 06.29/03:08:42 solver.py:282 ] Epoch: [4/400][20/391] lr: 3.81e-05 | recon: 5.9657e-06 code: 3.7124e-04 fc: 1.4542e-04 total: 7.7911e-06 | time: 0.059
I 06.29/03:08:43 solver.py:282 ] Epoch: [4/400][40/391] lr: 3.88e-05 | recon: 5.8797e-06 code: 3.6509e-04 fc: 1.4326e-04 total: 7.6773e-06 | time: 0.053
