I 06.26/12:53:47 main.py:23  ] => Experiment directory: /storage/hujiacong/zxd/Huawei/UniversalCSI/exps/COST2100/in/adapter/mlp/seed2026_recon1.0_code0.0_lr3e-4
I 06.26/12:53:47 main.py:24  ] => PyTorch Version: 2.5.1
I 06.26/12:53:47 init.py:13  ] Random seed set to 2026
I 06.26/12:53:48 init.py:106 ] Running on GPU 1
I 06.26/12:53:49 init.py:142 ] pretrained decoder loaded from exps/COST2100/in/seed42/transnet_transnet/checkpoints/best_nmse.pth; decoder frozen except semantic_projector/token_projection (2 trainable tensors)
I 06.26/12:53:50 init.py:155 ] pretrained encoder loaded and frozen from exps/COST2100/in/seed2026/transnet_transnet/checkpoints/best_nmse.pth
I 06.26/12:53:50 init.py:169 ] => Model Name: UniversalCSI [pretrained: None; pretrained_decoder: exps/COST2100/in/seed42/transnet_transnet/checkpoints/best_nmse.pth; pretrained_encoder: exps/COST2100/in/seed2026/transnet_transnet/checkpoints/best_nmse.pth; adapter: mlp; adapter_hidden_dim: 2048]
I 06.26/12:53:50 init.py:174 ] => Model Config: compression ratio=1/4; encoder=transnet; decoder=transnet; input shape=(2, 32, 32); input dim=2048
I 06.26/12:53:50 init.py:179 ] => Model Flops: 3.7841e+01M
I 06.26/12:53:50 init.py:180 ] => Model Params Num: 5.2589e+00M

I 06.26/12:53:50 init.py:181 ] 
**********
UniversalCSIModel(
  (encoder): TransNetEncoder(
    (encoder): TransformerEncoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerEncoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
        )
      )
    )
    (fc): Linear(in_features=2048, out_features=512, bias=True)
  )
  (decoder): TransNetDecoder(
    (fc_decoder): Linear(in_features=512, out_features=2048, bias=True)
    (decoder): TransformerDecoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerDecoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (multihead_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm3): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
          (dropout3): Dropout(p=0.0, inplace=False)
        )
      )
      (norm): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
    )
  )
  (code_adapter): MLPAdapter(
    (norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (mlp): Sequential(
      (0): Linear(in_features=512, out_features=2048, bias=True)
      (1): GELU(approximate='none')
      (2): Linear(in_features=2048, out_features=512, bias=True)
    )
  )
)
**********

I 06.26/12:53:50 init.py:33  ] 
decoder.decoder.layers.1.linear2.weight                           False     (64, 2048)
decoder.decoder.layers.1.linear2.bias                             False          (64,)
decoder.decoder.layers.1.norm1.weight                             False          (64,)
decoder.decoder.layers.1.norm1.bias                               False          (64,)
decoder.decoder.layers.1.norm2.weight                             False          (64,)
decoder.decoder.layers.1.norm2.bias                               False          (64,)
decoder.decoder.layers.1.norm3.weight                             False          (64,)
decoder.decoder.layers.1.norm3.bias                               False          (64,)
decoder.decoder.norm.weight                                       False          (64,)
decoder.decoder.norm.bias                                         False          (64,)
code_adapter.norm.weight                                          True          (512,)
code_adapter.norm.bias                                            True          (512,)
code_adapter.mlp.0.weight                                         True     (2048, 512)
code_adapter.mlp.0.bias                                           True         (2048,)
code_adapter.mlp.2.weight                                         True     (512, 2048)
code_adapter.mlp.2.bias                                           True          (512,)
**********
I 06.26/12:53:50 main.py:53  ] => Before-train evaluation (frozen encoder + pretrained decoder with trainable semantic/token projections + untrained adapter):
I 06.26/12:53:51 solver.py:396 ] [20/79] loss: 8.7983e-03 | NMSE: 1.2892e+01 | time: 0.032
I 06.26/12:53:51 solver.py:396 ] [40/79] loss: 8.7832e-03 | NMSE: 1.2881e+01 | time: 0.025
I 06.26/12:53:52 solver.py:396 ] [60/79] loss: 8.8890e-03 | NMSE: 1.2944e+01 | time: 0.024
I 06.26/12:53:52 solver.py:410 ] => Test NMSE: 1.2936e+01 | adapter/W1_norm=6.1319e+01 | adapter/W1_mean=5.0671e-05 | adapter/W1_std=5.9882e-02 | adapter/W2_norm=0.0000e+00 | adapter/W2_mean=0.0000e+00 | adapter/W2_std=0.0000e+00 | adapter/delta_ratio=0.0000e+00

I 06.26/12:53:52 solver.py:361 ] 
=> Test result: 
loss: 8.9146e-03    NMSE: 1.2936e+01

I 06.26/12:53:53 solver.py:207 ] => Loading teacher codewords from exps/COST2100/in/seed42/transnet_transnet/codewords/train_code.pt
I 06.26/12:53:53 solver.py:213 ] => Loaded teacher codewords: torch.Size([100000, 512])
I 06.26/12:53:54 solver.py:175 ] Epoch: [1/400][20/391] lr: 3.84e-07 | recon: 8.4827e-03 code: 1.2043e+00 total: 8.4827e-03 | time: 0.033
I 06.26/12:53:55 solver.py:175 ] Epoch: [1/400][40/391] lr: 7.67e-07 | recon: 7.8889e-03 code: 1.2093e+00 total: 7.8889e-03 | time: 0.028
I 06.26/12:53:55 solver.py:175 ] Epoch: [1/400][60/391] lr: 1.15e-06 | recon: 7.0104e-03 code: 1.2101e+00 total: 7.0104e-03 | time: 0.026
I 06.26/12:53:55 solver.py:175 ] Epoch: [1/400][80/391] lr: 1.53e-06 | recon: 6.2123e-03 code: 1.2103e+00 total: 6.2123e-03 | time: 0.026
I 06.26/12:53:56 solver.py:175 ] Epoch: [1/400][100/391] lr: 1.92e-06 | recon: 5.4975e-03 code: 1.2078e+00 total: 5.4975e-03 | time: 0.025
I 06.26/12:53:56 solver.py:175 ] Epoch: [1/400][120/391] lr: 2.30e-06 | recon: 4.9347e-03 code: 1.2072e+00 total: 4.9347e-03 | time: 0.025
I 06.26/12:53:57 solver.py:175 ] Epoch: [1/400][140/391] lr: 2.69e-06 | recon: 4.4747e-03 code: 1.2061e+00 total: 4.4747e-03 | time: 0.025
I 06.26/12:53:57 solver.py:175 ] Epoch: [1/400][160/391] lr: 3.07e-06 | recon: 4.0989e-03 code: 1.2052e+00 total: 4.0989e-03 | time: 0.025
I 06.26/12:53:58 solver.py:175 ] Epoch: [1/400][180/391] lr: 3.45e-06 | recon: 3.7884e-03 code: 1.2042e+00 total: 3.7884e-03 | time: 0.025
I 06.26/12:53:58 solver.py:175 ] Epoch: [1/400][200/391] lr: 3.84e-06 | recon: 3.5282e-03 code: 1.2034e+00 total: 3.5282e-03 | time: 0.025
I 06.26/12:53:59 solver.py:175 ] Epoch: [1/400][220/391] lr: 4.22e-06 | recon: 3.3082e-03 code: 1.2011e+00 total: 3.3082e-03 | time: 0.025
I 06.26/12:53:59 solver.py:175 ] Epoch: [1/400][240/391] lr: 4.60e-06 | recon: 3.1171e-03 code: 1.1989e+00 total: 3.1171e-03 | time: 0.025
I 06.26/12:54:00 solver.py:175 ] Epoch: [1/400][260/391] lr: 4.99e-06 | recon: 2.9529e-03 code: 1.1984e+00 total: 2.9529e-03 | time: 0.025
I 06.26/12:54:00 solver.py:175 ] Epoch: [1/400][280/391] lr: 5.37e-06 | recon: 2.8070e-03 code: 1.1968e+00 total: 2.8070e-03 | time: 0.025
I 06.26/12:54:01 solver.py:175 ] Epoch: [1/400][300/391] lr: 5.75e-06 | recon: 2.6778e-03 code: 1.1952e+00 total: 2.6778e-03 | time: 0.026
I 06.26/12:54:02 solver.py:175 ] Epoch: [1/400][320/391] lr: 6.14e-06 | recon: 2.5627e-03 code: 1.1940e+00 total: 2.5627e-03 | time: 0.028
I 06.26/12:54:04 solver.py:175 ] Epoch: [1/400][340/391] lr: 6.52e-06 | recon: 2.4590e-03 code: 1.1926e+00 total: 2.4590e-03 | time: 0.030
I 06.26/12:54:05 solver.py:175 ] Epoch: [1/400][360/391] lr: 6.91e-06 | recon: 2.3663e-03 code: 1.1921e+00 total: 2.3663e-03 | time: 0.031
I 06.26/12:54:05 solver.py:175 ] Epoch: [1/400][380/391] lr: 7.29e-06 | recon: 2.2813e-03 code: 1.1908e+00 total: 2.2813e-03 | time: 0.031
I 06.26/12:54:06 solver.py:195 ] => Train  Recon loss: 2.2383e-03 | Code loss: 1.1905e+00 | Total: 2.2383e-03 | adapter/W1_norm=6.1369e+01 | adapter/W1_mean=4.4880e-05 | adapter/W1_std=5.9931e-02 | adapter/W2_norm=1.7793e-01 | adapter/W2_mean=1.2225e-05 | adapter/W2_std=1.7333e-04 | adapter/delta_ratio=2.2373e-01

I 06.26/12:54:06 solver.py:175 ] Epoch: [2/400][20/391] lr: 7.88e-06 | recon: 7.3130e-04 code: 1.1802e+00 total: 7.3130e-04 | time: 0.041
I 06.26/12:54:07 solver.py:175 ] Epoch: [2/400][40/391] lr: 8.27e-06 | recon: 7.2173e-04 code: 1.1759e+00 total: 7.2173e-04 | time: 0.035
I 06.26/12:54:07 solver.py:175 ] Epoch: [2/400][60/391] lr: 8.65e-06 | recon: 7.1148e-04 code: 1.1712e+00 total: 7.1148e-04 | time: 0.031
I 06.26/12:54:08 solver.py:175 ] Epoch: [2/400][80/391] lr: 9.03e-06 | recon: 7.0327e-04 code: 1.1699e+00 total: 7.0327e-04 | time: 0.033
I 06.26/12:54:09 solver.py:175 ] Epoch: [2/400][100/391] lr: 9.42e-06 | recon: 6.9577e-04 code: 1.1693e+00 total: 6.9577e-04 | time: 0.032
I 06.26/12:54:09 solver.py:175 ] Epoch: [2/400][120/391] lr: 9.80e-06 | recon: 6.8880e-04 code: 1.1685e+00 total: 6.8880e-04 | time: 0.031
I 06.26/12:54:10 solver.py:175 ] Epoch: [2/400][140/391] lr: 1.02e-05 | recon: 6.8255e-04 code: 1.1681e+00 total: 6.8255e-04 | time: 0.032
I 06.26/12:54:11 solver.py:175 ] Epoch: [2/400][160/391] lr: 1.06e-05 | recon: 6.7785e-04 code: 1.1693e+00 total: 6.7785e-04 | time: 0.032
I 06.26/12:54:11 solver.py:175 ] Epoch: [2/400][180/391] lr: 1.10e-05 | recon: 6.7255e-04 code: 1.1694e+00 total: 6.7255e-04 | time: 0.031
I 06.26/12:54:12 solver.py:175 ] Epoch: [2/400][200/391] lr: 1.13e-05 | recon: 6.6642e-04 code: 1.1677e+00 total: 6.6642e-04 | time: 0.032
I 06.26/12:54:12 solver.py:175 ] Epoch: [2/400][220/391] lr: 1.17e-05 | recon: 6.6228e-04 code: 1.1681e+00 total: 6.6228e-04 | time: 0.031
I 06.26/12:54:13 solver.py:175 ] Epoch: [2/400][240/391] lr: 1.21e-05 | recon: 6.5694e-04 code: 1.1671e+00 total: 6.5694e-04 | time: 0.031
I 06.26/12:54:14 solver.py:175 ] Epoch: [2/400][260/391] lr: 1.25e-05 | recon: 6.5279e-04 code: 1.1675e+00 total: 6.5279e-04 | time: 0.032
I 06.26/12:54:14 solver.py:175 ] Epoch: [2/400][280/391] lr: 1.29e-05 | recon: 6.4851e-04 code: 1.1671e+00 total: 6.4851e-04 | time: 0.032
I 06.26/12:54:15 solver.py:175 ] Epoch: [2/400][300/391] lr: 1.33e-05 | recon: 6.4434e-04 code: 1.1669e+00 total: 6.4434e-04 | time: 0.032
I 06.26/12:54:16 solver.py:175 ] Epoch: [2/400][320/391] lr: 1.36e-05 | recon: 6.4042e-04 code: 1.1667e+00 total: 6.4042e-04 | time: 0.032
I 06.26/12:54:16 solver.py:175 ] Epoch: [2/400][340/391] lr: 1.40e-05 | recon: 6.3651e-04 code: 1.1661e+00 total: 6.3651e-04 | time: 0.032
I 06.26/12:54:17 solver.py:175 ] Epoch: [2/400][360/391] lr: 1.44e-05 | recon: 6.3302e-04 code: 1.1659e+00 total: 6.3302e-04 | time: 0.032
I 06.26/12:54:18 solver.py:175 ] Epoch: [2/400][380/391] lr: 1.48e-05 | recon: 6.2937e-04 code: 1.1654e+00 total: 6.2937e-04 | time: 0.032
I 06.26/12:54:18 solver.py:195 ] => Train  Recon loss: 6.2755e-04 | Code loss: 1.1653e+00 | Total: 6.2755e-04 | adapter/W1_norm=6.1424e+01 | adapter/W1_mean=3.6704e-05 | adapter/W1_std=5.9984e-02 | adapter/W2_norm=2.9745e-01 | adapter/W2_mean=1.8778e-05 | adapter/W2_std=2.8987e-04 | adapter/delta_ratio=3.7975e-01

I 06.26/12:54:19 solver.py:175 ] Epoch: [3/400][20/391] lr: 1.54e-05 | recon: 5.5890e-04 code: 1.1566e+00 total: 5.5890e-04 | time: 0.064
I 06.26/12:54:20 solver.py:175 ] Epoch: [3/400][40/391] lr: 1.58e-05 | recon: 5.5828e-04 code: 1.1582e+00 total: 5.5828e-04 | time: 0.047
I 06.26/12:54:21 solver.py:175 ] Epoch: [3/400][60/391] lr: 1.62e-05 | recon: 5.5590e-04 code: 1.1579e+00 total: 5.5590e-04 | time: 0.043
I 06.26/12:54:21 solver.py:175 ] Epoch: [3/400][80/391] lr: 1.65e-05 | recon: 5.5260e-04 code: 1.1550e+00 total: 5.5260e-04 | time: 0.041
I 06.26/12:54:22 solver.py:175 ] Epoch: [3/400][100/391] lr: 1.69e-05 | recon: 5.5108e-04 code: 1.1558e+00 total: 5.5108e-04 | time: 0.039
I 06.26/12:54:23 solver.py:175 ] Epoch: [3/400][120/391] lr: 1.73e-05 | recon: 5.4895e-04 code: 1.1547e+00 total: 5.4895e-04 | time: 0.041
I 06.26/12:54:24 solver.py:175 ] Epoch: [3/400][140/391] lr: 1.77e-05 | recon: 5.4649e-04 code: 1.1544e+00 total: 5.4649e-04 | time: 0.039
I 06.26/12:54:24 solver.py:175 ] Epoch: [3/400][160/391] lr: 1.81e-05 | recon: 5.4450e-04 code: 1.1544e+00 total: 5.4450e-04 | time: 0.038
I 06.26/12:54:25 solver.py:175 ] Epoch: [3/400][180/391] lr: 1.85e-05 | recon: 5.4319e-04 code: 1.1547e+00 total: 5.4319e-04 | time: 0.038
I 06.26/12:54:26 solver.py:175 ] Epoch: [3/400][200/391] lr: 1.88e-05 | recon: 5.4116e-04 code: 1.1542e+00 total: 5.4116e-04 | time: 0.037
I 06.26/12:54:26 solver.py:175 ] Epoch: [3/400][220/391] lr: 1.92e-05 | recon: 5.3931e-04 code: 1.1540e+00 total: 5.3931e-04 | time: 0.036
I 06.26/12:54:27 solver.py:175 ] Epoch: [3/400][240/391] lr: 1.96e-05 | recon: 5.3751e-04 code: 1.1537e+00 total: 5.3751e-04 | time: 0.037
I 06.26/12:54:28 solver.py:175 ] Epoch: [3/400][260/391] lr: 2.00e-05 | recon: 5.3558e-04 code: 1.1535e+00 total: 5.3558e-04 | time: 0.037
I 06.26/12:54:28 solver.py:175 ] Epoch: [3/400][280/391] lr: 2.04e-05 | recon: 5.3402e-04 code: 1.1536e+00 total: 5.3402e-04 | time: 0.036
I 06.26/12:54:29 solver.py:175 ] Epoch: [3/400][300/391] lr: 2.08e-05 | recon: 5.3225e-04 code: 1.1533e+00 total: 5.3225e-04 | time: 0.036
I 06.26/12:54:30 solver.py:175 ] Epoch: [3/400][320/391] lr: 2.11e-05 | recon: 5.3039e-04 code: 1.1531e+00 total: 5.3039e-04 | time: 0.036
I 06.26/12:54:30 solver.py:175 ] Epoch: [3/400][340/391] lr: 2.15e-05 | recon: 5.2881e-04 code: 1.1532e+00 total: 5.2881e-04 | time: 0.035
I 06.26/12:54:31 solver.py:175 ] Epoch: [3/400][360/391] lr: 2.19e-05 | recon: 5.2727e-04 code: 1.1534e+00 total: 5.2727e-04 | time: 0.036
I 06.26/12:54:32 solver.py:175 ] Epoch: [3/400][380/391] lr: 2.23e-05 | recon: 5.2597e-04 code: 1.1538e+00 total: 5.2597e-04 | time: 0.036
I 06.26/12:54:32 solver.py:195 ] => Train  Recon loss: 5.2534e-04 | Code loss: 1.1544e+00 | Total: 5.2534e-04 | adapter/W1_norm=6.1465e+01 | adapter/W1_mean=3.3682e-05 | adapter/W1_std=6.0025e-02 | adapter/W2_norm=4.4331e-01 | adapter/W2_mean=2.3270e-05 | adapter/W2_std=4.3229e-04 | adapter/delta_ratio=4.9248e-01

I 06.26/12:54:33 solver.py:175 ] Epoch: [4/400][20/391] lr: 2.29e-05 | recon: 4.9441e-04 code: 1.1587e+00 total: 4.9441e-04 | time: 0.047
I 06.26/12:54:34 solver.py:175 ] Epoch: [4/400][40/391] lr: 2.33e-05 | recon: 4.8955e-04 code: 1.1550e+00 total: 4.8955e-04 | time: 0.039
I 06.26/12:54:34 solver.py:175 ] Epoch: [4/400][60/391] lr: 2.37e-05 | recon: 4.8769e-04 code: 1.1550e+00 total: 4.8769e-04 | time: 0.035
I 06.26/12:54:35 solver.py:175 ] Epoch: [4/400][80/391] lr: 2.40e-05 | recon: 4.8600e-04 code: 1.1548e+00 total: 4.8600e-04 | time: 0.037
I 06.26/12:54:36 solver.py:175 ] Epoch: [4/400][100/391] lr: 2.44e-05 | recon: 4.8482e-04 code: 1.1558e+00 total: 4.8482e-04 | time: 0.036
I 06.26/12:54:36 solver.py:175 ] Epoch: [4/400][120/391] lr: 2.48e-05 | recon: 4.8360e-04 code: 1.1561e+00 total: 4.8360e-04 | time: 0.035
I 06.26/12:54:37 solver.py:175 ] Epoch: [4/400][140/391] lr: 2.52e-05 | recon: 4.8236e-04 code: 1.1567e+00 total: 4.8236e-04 | time: 0.036
I 06.26/12:54:38 solver.py:175 ] Epoch: [4/400][160/391] lr: 2.56e-05 | recon: 4.8113e-04 code: 1.1570e+00 total: 4.8113e-04 | time: 0.036
I 06.26/12:54:38 solver.py:175 ] Epoch: [4/400][180/391] lr: 2.60e-05 | recon: 4.7980e-04 code: 1.1577e+00 total: 4.7980e-04 | time: 0.035
I 06.26/12:54:39 solver.py:175 ] Epoch: [4/400][200/391] lr: 2.63e-05 | recon: 4.7847e-04 code: 1.1584e+00 total: 4.7847e-04 | time: 0.036
I 06.26/12:54:40 solver.py:175 ] Epoch: [4/400][220/391] lr: 2.67e-05 | recon: 4.7668e-04 code: 1.1583e+00 total: 4.7668e-04 | time: 0.035
I 06.26/12:54:41 solver.py:175 ] Epoch: [4/400][240/391] lr: 2.71e-05 | recon: 4.7531e-04 code: 1.1586e+00 total: 4.7531e-04 | time: 0.036
I 06.26/12:54:41 solver.py:175 ] Epoch: [4/400][260/391] lr: 2.75e-05 | recon: 4.7429e-04 code: 1.1601e+00 total: 4.7429e-04 | time: 0.035
I 06.26/12:54:42 solver.py:175 ] Epoch: [4/400][280/391] lr: 2.79e-05 | recon: 4.7260e-04 code: 1.1602e+00 total: 4.7260e-04 | time: 0.035
I 06.26/12:54:43 solver.py:175 ] Epoch: [4/400][300/391] lr: 2.83e-05 | recon: 4.7102e-04 code: 1.1609e+00 total: 4.7102e-04 | time: 0.035
I 06.26/12:54:43 solver.py:175 ] Epoch: [4/400][320/391] lr: 2.86e-05 | recon: 4.6995e-04 code: 1.1622e+00 total: 4.6995e-04 | time: 0.035
I 06.26/12:54:44 solver.py:175 ] Epoch: [4/400][340/391] lr: 2.90e-05 | recon: 4.6910e-04 code: 1.1639e+00 total: 4.6910e-04 | time: 0.034
I 06.26/12:54:45 solver.py:175 ] Epoch: [4/400][360/391] lr: 2.94e-05 | recon: 4.6764e-04 code: 1.1645e+00 total: 4.6764e-04 | time: 0.035
I 06.26/12:54:45 solver.py:175 ] Epoch: [4/400][380/391] lr: 2.98e-05 | recon: 4.6628e-04 code: 1.1654e+00 total: 4.6628e-04 | time: 0.035
I 06.26/12:54:46 solver.py:195 ] => Train  Recon loss: 4.6565e-04 | Code loss: 1.1661e+00 | Total: 4.6565e-04 | adapter/W1_norm=6.1527e+01 | adapter/W1_mean=2.9429e-05 | adapter/W1_std=6.0085e-02 | adapter/W2_norm=7.0153e-01 | adapter/W2_mean=2.8148e-05 | adapter/W2_std=6.8451e-04 | adapter/delta_ratio=6.4174e-01

I 06.26/12:54:47 solver.py:175 ] Epoch: [5/400][20/391] lr: 3.04e-05 | recon: 4.3744e-04 code: 1.1850e+00 total: 4.3744e-04 | time: 0.045
