I 06.29/03:35:26 main.py:44  ] => Experiment directory: /storage/hujiacong/zxd/Huawei/UniversalCSI/exps/COST2100/in/encoder_canonical/adapter/aux_pca_5e-3/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep400/enc_seed3407_dec_seed42
I 06.29/03:35:26 main.py:45  ] => PyTorch Version: 2.5.1
I 06.29/03:35:26 init.py:13  ] Random seed set to 3407
I 06.29/03:35:26 init.py:92  ] Running on GPU 1
I 06.29/03:35:29 init.py:134 ] pretrained decoder loaded and frozen from exps/COST2100/in/encoder_canonical/aux_pca_5e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth
I 06.29/03:35:30 init.py:141 ] pretrained encoder loaded and frozen from exps/COST2100/in/encoder_canonical/aux_pca_5e-3/seed3407_transnet_transnet/checkpoints/best_nmse.pth
I 06.29/03:35:31 init.py:154 ] => Model Name: UniversalCSI [pretrained: None; pretrained_decoder: exps/COST2100/in/encoder_canonical/aux_pca_5e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth; pretrained_encoder: exps/COST2100/in/encoder_canonical/aux_pca_5e-3/seed3407_transnet_transnet/checkpoints/best_nmse.pth; adapter: gated_lowrank_affine_mlp; adapter_hidden_dim: 2048; canonical_head: none; canonical_anchor_seed: 0]
I 06.29/03:35:31 init.py:161 ] => Model Config: compression ratio=1/4; encoder=transnet; decoder=transnet; input shape=(2, 32, 32); input dim=2048
I 06.29/03:35:31 init.py:166 ] => Model Flops: 3.7876e+01M
I 06.29/03:35:31 init.py:167 ] => Model Params Num: 5.2927e+00M

I 06.29/03:35:31 init.py:168 ] 
**********
UniversalCSIModel(
  (encoder): TransNetEncoder(
    (encoder): TransformerEncoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerEncoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
        )
      )
    )
    (fc): Linear(in_features=2048, out_features=512, bias=True)
  )
  (decoder): TransNetDecoder(
    (fc_decoder): Linear(in_features=512, out_features=2048, bias=True)
    (decoder): TransformerDecoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerDecoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (multihead_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm3): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
          (dropout3): Dropout(p=0.0, inplace=False)
        )
      )
      (norm): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
    )
  )
  (code_adapter): GatedLowRankAffineMLPAdapter(
    (lowrank_norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (down): Linear(in_features=512, out_features=32, bias=False)
    (up): Linear(in_features=32, out_features=512, bias=False)
    (mlp_norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (mlp): Sequential(
      (0): Linear(in_features=512, out_features=2048, bias=True)
      (1): GELU(approximate='none')
      (2): Linear(in_features=2048, out_features=512, bias=True)
    )
  )
)
**********

I 06.29/03:35:31 init.py:33  ] 
code_adapter.bias                                                 True          (512,)
code_adapter.gate                                                 True          (512,)
code_adapter.lowrank_norm.weight                                  True          (512,)
code_adapter.lowrank_norm.bias                                    True          (512,)
code_adapter.down.weight                                          True       (32, 512)
code_adapter.up.weight                                            True       (512, 32)
code_adapter.mlp_norm.weight                                      True          (512,)
code_adapter.mlp_norm.bias                                        True          (512,)
code_adapter.mlp.0.weight                                         True     (2048, 512)
code_adapter.mlp.0.bias                                           True         (2048,)
code_adapter.mlp.2.weight                                         True     (512, 2048)
code_adapter.mlp.2.bias                                           True          (512,)
**********
I 06.29/03:35:31 main.py:74  ] => Before-train evaluation (frozen encoder + decoder + untrained adapter):
I 06.29/03:35:32 solver.py:548 ] [20/79] loss: 1.6513e-05 | NMSE: -1.4374e+01 | time: 0.045
I 06.29/03:35:33 solver.py:548 ] [40/79] loss: 1.6573e-05 | NMSE: -1.4361e+01 | time: 0.044
I 06.29/03:35:34 solver.py:548 ] [60/79] loss: 1.6829e-05 | NMSE: -1.4284e+01 | time: 0.041
I 06.29/03:35:34 solver.py:562 ] => Test NMSE: -1.4294e+01 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.0000e-01 | adapter/gate_std=0.0000e+00 | adapter/down_norm=7.6573e+00 | adapter/up_norm=0.0000e+00 | adapter/bias_norm=0.0000e+00 | adapter/W1_norm=6.1292e+01 | adapter/W2_norm=0.0000e+00 | adapter/lowrank_ratio=0.0000e+00 | adapter/mlp_ratio=0.0000e+00 | adapter/delta_ratio=0.0000e+00

I 06.29/03:35:34 solver.py:513 ] 
=> Test result: 
loss: 1.6782e-05    NMSE: -1.4294e+01

I 06.29/03:35:35 solver.py:359 ] => Loading teacher codewords from exps/COST2100/in/encoder_canonical/aux_pca_5e-3/seed42_transnet_transnet/codewords/train_code.pt
I 06.29/03:35:36 solver.py:365 ] => Loaded teacher codewords: torch.Size([100000, 512])
I 06.29/03:35:37 solver.py:282 ] Epoch: [1/400][20/391] lr: 6.39e-07 | recon: 1.6560e-05 code: 9.9576e-03 fc: 1.4052e-02 total: 1.6703e-04 | time: 0.071
I 06.29/03:35:38 solver.py:282 ] Epoch: [1/400][40/391] lr: 1.28e-06 | recon: 1.6481e-05 code: 9.9184e-03 fc: 1.3822e-02 total: 1.6462e-04 | time: 0.067
I 06.29/03:35:39 solver.py:282 ] Epoch: [1/400][60/391] lr: 1.92e-06 | recon: 1.6555e-05 code: 9.8556e-03 fc: 1.3534e-02 total: 1.6175e-04 | time: 0.062
I 06.29/03:35:41 solver.py:282 ] Epoch: [1/400][80/391] lr: 2.56e-06 | recon: 1.6131e-05 code: 9.7250e-03 fc: 1.3071e-02 total: 1.5657e-04 | time: 0.063
I 06.29/03:35:42 solver.py:282 ] Epoch: [1/400][100/391] lr: 3.20e-06 | recon: 1.5710e-05 code: 9.5515e-03 fc: 1.2526e-02 total: 1.5053e-04 | time: 0.060
I 06.29/03:35:43 solver.py:282 ] Epoch: [1/400][120/391] lr: 3.84e-06 | recon: 1.5308e-05 code: 9.3666e-03 fc: 1.1944e-02 total: 1.4412e-04 | time: 0.062
I 06.29/03:35:44 solver.py:282 ] Epoch: [1/400][140/391] lr: 4.48e-06 | recon: 1.4909e-05 code: 9.1765e-03 fc: 1.1311e-02 total: 1.3720e-04 | time: 0.062
I 06.29/03:35:45 solver.py:282 ] Epoch: [1/400][160/391] lr: 5.12e-06 | recon: 1.4473e-05 code: 8.9864e-03 fc: 1.0670e-02 total: 1.3016e-04 | time: 0.061
I 06.29/03:35:47 solver.py:282 ] Epoch: [1/400][180/391] lr: 5.75e-06 | recon: 1.4048e-05 code: 8.7876e-03 fc: 1.0038e-02 total: 1.2321e-04 | time: 0.061
I 06.29/03:35:48 solver.py:282 ] Epoch: [1/400][200/391] lr: 6.39e-06 | recon: 1.3656e-05 code: 8.6070e-03 fc: 9.4535e-03 total: 1.1680e-04 | time: 0.061
I 06.29/03:35:49 solver.py:282 ] Epoch: [1/400][220/391] lr: 7.03e-06 | recon: 1.3311e-05 code: 8.4388e-03 fc: 8.9210e-03 total: 1.1096e-04 | time: 0.062
I 06.29/03:35:51 solver.py:282 ] Epoch: [1/400][240/391] lr: 7.67e-06 | recon: 1.3013e-05 code: 8.2880e-03 fc: 8.4456e-03 total: 1.0576e-04 | time: 0.062
I 06.29/03:35:52 solver.py:282 ] Epoch: [1/400][260/391] lr: 8.31e-06 | recon: 1.2759e-05 code: 8.1559e-03 fc: 8.0285e-03 total: 1.0120e-04 | time: 0.062
I 06.29/03:35:53 solver.py:282 ] Epoch: [1/400][280/391] lr: 8.95e-06 | recon: 1.2528e-05 code: 8.0318e-03 fc: 7.6612e-03 total: 9.7172e-05 | time: 0.062
I 06.29/03:35:54 solver.py:282 ] Epoch: [1/400][300/391] lr: 9.59e-06 | recon: 1.2339e-05 code: 7.9302e-03 fc: 7.3409e-03 total: 9.3679e-05 | time: 0.062
I 06.29/03:35:55 solver.py:282 ] Epoch: [1/400][320/391] lr: 1.02e-05 | recon: 1.2176e-05 code: 7.8377e-03 fc: 7.0573e-03 total: 9.0587e-05 | time: 0.062
I 06.29/03:35:57 solver.py:282 ] Epoch: [1/400][340/391] lr: 1.09e-05 | recon: 1.2037e-05 code: 7.7562e-03 fc: 6.8098e-03 total: 8.7891e-05 | time: 0.062
I 06.29/03:35:58 solver.py:282 ] Epoch: [1/400][360/391] lr: 1.15e-05 | recon: 1.1903e-05 code: 7.6772e-03 fc: 6.5849e-03 total: 8.5429e-05 | time: 0.062
I 06.29/03:35:59 solver.py:282 ] Epoch: [1/400][380/391] lr: 1.21e-05 | recon: 1.1776e-05 code: 7.6050e-03 fc: 6.3819e-03 total: 8.3200e-05 | time: 0.062
I 06.29/03:36:00 solver.py:318 ] => Train  Recon loss: 1.1705e-05 | Code loss: 7.5639e-03 | FC loss: 6.2783e-03 | Total: 8.2052e-05 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.0154e-01 | adapter/gate_std=8.0989e-05 | adapter/down_norm=7.6620e+00 | adapter/up_norm=7.5830e-02 | adapter/bias_norm=1.4340e-02 | adapter/W1_norm=6.1360e+01 | adapter/W2_norm=6.3201e-01 | adapter/lowrank_ratio=6.9403e-03 | adapter/mlp_ratio=6.8730e-02 | adapter/delta_ratio=6.9935e-02

I 06.29/03:36:02 solver.py:282 ] Epoch: [2/400][20/391] lr: 1.31e-05 | recon: 9.5456e-06 code: 6.2607e-03 fc: 2.7182e-03 total: 4.2988e-05 | time: 0.099
I 06.29/03:36:04 solver.py:282 ] Epoch: [2/400][40/391] lr: 1.38e-05 | recon: 9.3806e-06 code: 6.1775e-03 fc: 2.6794e-03 total: 4.2352e-05 | time: 0.100
I 06.29/03:36:06 solver.py:282 ] Epoch: [2/400][60/391] lr: 1.44e-05 | recon: 9.3397e-06 code: 6.1510e-03 fc: 2.6610e-03 total: 4.2100e-05 | time: 0.095
I 06.29/03:36:07 solver.py:282 ] Epoch: [2/400][80/391] lr: 1.51e-05 | recon: 9.2589e-06 code: 6.1209e-03 fc: 2.6365e-03 total: 4.1745e-05 | time: 0.089
I 06.29/03:36:08 solver.py:282 ] Epoch: [2/400][100/391] lr: 1.57e-05 | recon: 9.1684e-06 code: 6.0702e-03 fc: 2.6109e-03 total: 4.1348e-05 | time: 0.082
I 06.29/03:36:09 solver.py:282 ] Epoch: [2/400][120/391] lr: 1.63e-05 | recon: 9.1042e-06 code: 6.0439e-03 fc: 2.5881e-03 total: 4.1029e-05 | time: 0.079
I 06.29/03:36:11 solver.py:282 ] Epoch: [2/400][140/391] lr: 1.70e-05 | recon: 9.0418e-06 code: 6.0150e-03 fc: 2.5684e-03 total: 4.0741e-05 | time: 0.077
I 06.29/03:36:12 solver.py:282 ] Epoch: [2/400][160/391] lr: 1.76e-05 | recon: 8.9904e-06 code: 5.9805e-03 fc: 2.5492e-03 total: 4.0463e-05 | time: 0.075
I 06.29/03:36:13 solver.py:282 ] Epoch: [2/400][180/391] lr: 1.83e-05 | recon: 8.9292e-06 code: 5.9443e-03 fc: 2.5315e-03 total: 4.0188e-05 | time: 0.073
I 06.29/03:36:14 solver.py:282 ] Epoch: [2/400][200/391] lr: 1.89e-05 | recon: 8.8766e-06 code: 5.9101e-03 fc: 2.5151e-03 total: 3.9937e-05 | time: 0.071
I 06.29/03:36:16 solver.py:282 ] Epoch: [2/400][220/391] lr: 1.95e-05 | recon: 8.8292e-06 code: 5.8761e-03 fc: 2.4982e-03 total: 3.9687e-05 | time: 0.073
I 06.29/03:36:17 solver.py:282 ] Epoch: [2/400][240/391] lr: 2.02e-05 | recon: 8.7675e-06 code: 5.8408e-03 fc: 2.4766e-03 total: 3.9375e-05 | time: 0.072
I 06.29/03:36:18 solver.py:282 ] Epoch: [2/400][260/391] lr: 2.08e-05 | recon: 8.7055e-06 code: 5.8042e-03 fc: 2.4556e-03 total: 3.9066e-05 | time: 0.071
I 06.29/03:36:20 solver.py:282 ] Epoch: [2/400][280/391] lr: 2.15e-05 | recon: 8.6446e-06 code: 5.7677e-03 fc: 2.4362e-03 total: 3.8774e-05 | time: 0.072
I 06.29/03:36:22 solver.py:282 ] Epoch: [2/400][300/391] lr: 2.21e-05 | recon: 8.5832e-06 code: 5.7313e-03 fc: 2.4161e-03 total: 3.8475e-05 | time: 0.072
I 06.29/03:36:23 solver.py:282 ] Epoch: [2/400][320/391] lr: 2.27e-05 | recon: 8.5312e-06 code: 5.7005e-03 fc: 2.3978e-03 total: 3.8210e-05 | time: 0.073
I 06.29/03:36:24 solver.py:282 ] Epoch: [2/400][340/391] lr: 2.34e-05 | recon: 8.4759e-06 code: 5.6659e-03 fc: 2.3784e-03 total: 3.7926e-05 | time: 0.072
I 06.29/03:36:26 solver.py:282 ] Epoch: [2/400][360/391] lr: 2.40e-05 | recon: 8.4156e-06 code: 5.6289e-03 fc: 2.3573e-03 total: 3.7618e-05 | time: 0.072
I 06.29/03:36:27 solver.py:282 ] Epoch: [2/400][380/391] lr: 2.46e-05 | recon: 8.3541e-06 code: 5.5930e-03 fc: 2.3368e-03 total: 3.7315e-05 | time: 0.072
I 06.29/03:36:28 solver.py:318 ] => Train  Recon loss: 8.3194e-06 | Code loss: 5.5716e-03 | FC loss: 2.3257e-03 | Total: 3.7148e-05 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.0269e-01 | adapter/gate_std=1.2491e-03 | adapter/down_norm=7.6894e+00 | adapter/up_norm=2.2202e-01 | adapter/bias_norm=1.2552e-02 | adapter/W1_norm=6.1381e+01 | adapter/W2_norm=9.0282e-01 | adapter/lowrank_ratio=1.9114e-02 | adapter/mlp_ratio=7.2997e-02 | adapter/delta_ratio=7.6783e-02

I 06.29/03:36:29 solver.py:282 ] Epoch: [3/400][20/391] lr: 2.56e-05 | recon: 6.8413e-06 code: 4.7001e-03 fc: 1.8427e-03 total: 2.9969e-05 | time: 0.067
I 06.29/03:36:30 solver.py:282 ] Epoch: [3/400][40/391] lr: 2.63e-05 | recon: 6.7740e-06 code: 4.6665e-03 fc: 1.8340e-03 total: 2.9780e-05 | time: 0.061
I 06.29/03:36:32 solver.py:282 ] Epoch: [3/400][60/391] lr: 2.69e-05 | recon: 6.7804e-06 code: 4.6747e-03 fc: 1.8321e-03 total: 2.9777e-05 | time: 0.063
I 06.29/03:36:33 solver.py:282 ] Epoch: [3/400][80/391] lr: 2.76e-05 | recon: 6.7722e-06 code: 4.6517e-03 fc: 1.8231e-03 total: 2.9655e-05 | time: 0.060
I 06.29/03:36:34 solver.py:282 ] Epoch: [3/400][100/391] lr: 2.82e-05 | recon: 6.7150e-06 code: 4.6223e-03 fc: 1.8008e-03 total: 2.9345e-05 | time: 0.062
I 06.29/03:36:35 solver.py:282 ] Epoch: [3/400][120/391] lr: 2.88e-05 | recon: 6.6601e-06 code: 4.5879e-03 fc: 1.7811e-03 total: 2.9059e-05 | time: 0.062
I 06.29/03:36:36 solver.py:282 ] Epoch: [3/400][140/391] lr: 2.95e-05 | recon: 6.5956e-06 code: 4.5490e-03 fc: 1.7610e-03 total: 2.8755e-05 | time: 0.061
I 06.29/03:36:38 solver.py:282 ] Epoch: [3/400][160/391] lr: 3.01e-05 | recon: 6.5347e-06 code: 4.5137e-03 fc: 1.7396e-03 total: 2.8444e-05 | time: 0.061
I 06.29/03:36:39 solver.py:282 ] Epoch: [3/400][180/391] lr: 3.08e-05 | recon: 6.4751e-06 code: 4.4778e-03 fc: 1.7192e-03 total: 2.8145e-05 | time: 0.060
I 06.29/03:36:40 solver.py:282 ] Epoch: [3/400][200/391] lr: 3.14e-05 | recon: 6.4113e-06 code: 4.4394e-03 fc: 1.6978e-03 total: 2.7828e-05 | time: 0.061
I 06.29/03:36:41 solver.py:282 ] Epoch: [3/400][220/391] lr: 3.20e-05 | recon: 6.3497e-06 code: 4.4018e-03 fc: 1.6782e-03 total: 2.7533e-05 | time: 0.062
I 06.29/03:36:42 solver.py:282 ] Epoch: [3/400][240/391] lr: 3.27e-05 | recon: 6.2900e-06 code: 4.3670e-03 fc: 1.6586e-03 total: 2.7243e-05 | time: 0.061
I 06.29/03:36:44 solver.py:282 ] Epoch: [3/400][260/391] lr: 3.33e-05 | recon: 6.2283e-06 code: 4.3307e-03 fc: 1.6388e-03 total: 2.6947e-05 | time: 0.061
I 06.29/03:36:45 solver.py:282 ] Epoch: [3/400][280/391] lr: 3.40e-05 | recon: 6.1668e-06 code: 4.2961e-03 fc: 1.6184e-03 total: 2.6647e-05 | time: 0.060
I 06.29/03:36:46 solver.py:282 ] Epoch: [3/400][300/391] lr: 3.46e-05 | recon: 6.1002e-06 code: 4.2573e-03 fc: 1.5978e-03 total: 2.6335e-05 | time: 0.061
I 06.29/03:36:47 solver.py:282 ] Epoch: [3/400][320/391] lr: 3.52e-05 | recon: 6.0296e-06 code: 4.2167e-03 fc: 1.5758e-03 total: 2.6004e-05 | time: 0.061
I 06.29/03:36:48 solver.py:282 ] Epoch: [3/400][340/391] lr: 3.59e-05 | recon: 5.9619e-06 code: 4.1774e-03 fc: 1.5553e-03 total: 2.5692e-05 | time: 0.060
I 06.29/03:36:50 solver.py:282 ] Epoch: [3/400][360/391] lr: 3.65e-05 | recon: 5.8995e-06 code: 4.1392e-03 fc: 1.5365e-03 total: 2.5404e-05 | time: 0.061
I 06.29/03:36:51 solver.py:282 ] Epoch: [3/400][380/391] lr: 3.71e-05 | recon: 5.8362e-06 code: 4.1026e-03 fc: 1.5177e-03 total: 2.5116e-05 | time: 0.061
I 06.29/03:36:52 solver.py:318 ] => Train  Recon loss: 5.8016e-06 | Code loss: 4.0815e-03 | FC loss: 1.5072e-03 | Total: 2.4955e-05 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.0689e-01 | adapter/gate_std=4.3588e-03 | adapter/down_norm=7.7279e+00 | adapter/up_norm=3.6814e-01 | adapter/bias_norm=5.3499e-03 | adapter/W1_norm=6.1452e+01 | adapter/W2_norm=1.6129e+00 | adapter/lowrank_ratio=3.0612e-02 | adapter/mlp_ratio=7.9744e-02 | adapter/delta_ratio=8.9069e-02

I 06.29/03:36:54 solver.py:282 ] Epoch: [4/400][20/391] lr: 3.81e-05 | recon: 4.5352e-06 code: 3.3575e-03 fc: 1.1248e-03 total: 1.9141e-05 | time: 0.090
I 06.29/03:36:55 solver.py:282 ] Epoch: [4/400][40/391] lr: 3.88e-05 | recon: 4.4612e-06 code: 3.3094e-03 fc: 1.1074e-03 total: 1.8844e-05 | time: 0.070
I 06.29/03:36:56 solver.py:282 ] Epoch: [4/400][60/391] lr: 3.94e-05 | recon: 4.4083e-06 code: 3.2805e-03 fc: 1.0959e-03 total: 1.8647e-05 | time: 0.072
