I 06.27/17:25:05 main.py:23  ] => Experiment directory: /storage/hujiacong/zxd/Huawei/UniversalCSI/exps/COST2100/in/encoder_canonical_adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon0.0_code1.0_lr1e-3
I 06.27/17:25:05 main.py:24  ] => PyTorch Version: 2.5.1
I 06.27/17:25:05 init.py:13  ] Random seed set to 2026
I 06.27/17:25:06 init.py:92  ] Running on GPU 1
I 06.27/17:25:09 init.py:132 ] pretrained decoder loaded and frozen from exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth
I 06.27/17:25:09 init.py:139 ] pretrained encoder loaded and frozen from exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth
I 06.27/17:25:11 init.py:152 ] => Model Name: UniversalCSI [pretrained: None; pretrained_decoder: exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth; pretrained_encoder: exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth; adapter: mlp; adapter_hidden_dim: 2048; canonical_head: none; canonical_anchor_seed: 0]
I 06.27/17:25:11 init.py:159 ] => Model Config: compression ratio=1/4; encoder=transnet; decoder=transnet; input shape=(2, 32, 32); input dim=2048
I 06.27/17:25:11 init.py:164 ] => Model Flops: 3.7841e+01M
I 06.27/17:25:11 init.py:165 ] => Model Params Num: 5.2589e+00M

I 06.27/17:25:11 init.py:166 ] 
**********
UniversalCSIModel(
  (encoder): TransNetEncoder(
    (encoder): TransformerEncoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerEncoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
        )
      )
    )
    (fc): Linear(in_features=2048, out_features=512, bias=True)
  )
  (decoder): TransNetDecoder(
    (fc_decoder): Linear(in_features=512, out_features=2048, bias=True)
    (decoder): TransformerDecoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerDecoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (multihead_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm3): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
          (dropout3): Dropout(p=0.0, inplace=False)
        )
      )
      (norm): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
    )
  )
  (code_adapter): MLPAdapter(
    (norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (mlp): Sequential(
      (0): Linear(in_features=512, out_features=2048, bias=True)
      (1): GELU(approximate='none')
      (2): Linear(in_features=2048, out_features=512, bias=True)
    )
  )
)
**********

I 06.27/17:25:11 init.py:33  ] 
decoder.decoder.layers.1.norm2.weight                             False          (64,)
decoder.decoder.layers.1.norm2.bias                               False          (64,)
decoder.decoder.layers.1.norm3.weight                             False          (64,)
decoder.decoder.layers.1.norm3.bias                               False          (64,)
decoder.decoder.norm.weight                                       False          (64,)
decoder.decoder.norm.bias                                         False          (64,)
code_adapter.norm.weight                                          True          (512,)
code_adapter.norm.bias                                            True          (512,)
code_adapter.mlp.0.weight                                         True     (2048, 512)
code_adapter.mlp.0.bias                                           True         (2048,)
code_adapter.mlp.2.weight                                         True     (512, 2048)
code_adapter.mlp.2.bias                                           True          (512,)
**********
I 06.27/17:25:11 main.py:53  ] => Before-train evaluation (frozen encoder + decoder + untrained adapter):
I 06.27/17:25:12 solver.py:501 ] [20/79] loss: 1.1198e-03 | NMSE: 3.9388e+00 | time: 0.043
I 06.27/17:25:12 solver.py:501 ] [40/79] loss: 1.1202e-03 | NMSE: 3.9378e+00 | time: 0.040
I 06.27/17:25:13 solver.py:501 ] [60/79] loss: 1.1200e-03 | NMSE: 3.9474e+00 | time: 0.036
I 06.27/17:25:13 solver.py:515 ] => Test NMSE: 3.9396e+00 | adapter/W1_norm=6.1319e+01 | adapter/W1_mean=5.0671e-05 | adapter/W1_std=5.9882e-02 | adapter/W2_norm=0.0000e+00 | adapter/W2_mean=0.0000e+00 | adapter/W2_std=0.0000e+00 | adapter/delta_ratio=0.0000e+00

I 06.27/17:25:13 solver.py:466 ] 
=> Test result: 
loss: 1.1190e-03    NMSE: 3.9396e+00

I 06.27/17:25:14 solver.py:312 ] => Loading teacher codewords from exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt
I 06.27/17:25:15 solver.py:318 ] => Loaded teacher codewords: torch.Size([100000, 512])
I 06.27/17:25:17 solver.py:243 ] Epoch: [1/400][20/391] lr: 1.28e-06 | recon: 1.1176e-03 code: 2.2468e-01 total: 2.2468e-01 | time: 0.095
I 06.27/17:25:17 solver.py:243 ] Epoch: [1/400][40/391] lr: 2.56e-06 | recon: 1.1087e-03 code: 2.1448e-01 total: 2.1448e-01 | time: 0.069
I 06.27/17:25:18 solver.py:243 ] Epoch: [1/400][60/391] lr: 3.84e-06 | recon: 1.0642e-03 code: 1.9992e-01 total: 1.9992e-01 | time: 0.061
I 06.27/17:25:19 solver.py:243 ] Epoch: [1/400][80/391] lr: 5.12e-06 | recon: 9.7918e-04 code: 1.8145e-01 total: 1.8145e-01 | time: 0.056
I 06.27/17:25:20 solver.py:243 ] Epoch: [1/400][100/391] lr: 6.39e-06 | recon: 8.7262e-04 code: 1.6174e-01 total: 1.6174e-01 | time: 0.055
I 06.27/17:25:21 solver.py:243 ] Epoch: [1/400][120/391] lr: 7.67e-06 | recon: 7.6893e-04 code: 1.4317e-01 total: 1.4317e-01 | time: 0.054
I 06.27/17:25:22 solver.py:243 ] Epoch: [1/400][140/391] lr: 8.95e-06 | recon: 6.7839e-04 code: 1.2699e-01 total: 1.2699e-01 | time: 0.055
I 06.27/17:25:23 solver.py:243 ] Epoch: [1/400][160/391] lr: 1.02e-05 | recon: 6.0366e-04 code: 1.1366e-01 total: 1.1366e-01 | time: 0.055
I 06.27/17:25:25 solver.py:243 ] Epoch: [1/400][180/391] lr: 1.15e-05 | recon: 5.4294e-04 code: 1.0295e-01 total: 1.0295e-01 | time: 0.057
I 06.27/17:25:26 solver.py:243 ] Epoch: [1/400][200/391] lr: 1.28e-05 | recon: 4.9353e-04 code: 9.4305e-02 total: 9.4305e-02 | time: 0.058
I 06.27/17:25:27 solver.py:243 ] Epoch: [1/400][220/391] lr: 1.41e-05 | recon: 4.5258e-04 code: 8.7142e-02 total: 8.7142e-02 | time: 0.058
I 06.27/17:25:29 solver.py:243 ] Epoch: [1/400][240/391] lr: 1.53e-05 | recon: 4.1843e-04 code: 8.1149e-02 total: 8.1149e-02 | time: 0.058
I 06.27/17:25:30 solver.py:243 ] Epoch: [1/400][260/391] lr: 1.66e-05 | recon: 3.8942e-04 code: 7.6031e-02 total: 7.6031e-02 | time: 0.059
I 06.27/17:25:31 solver.py:243 ] Epoch: [1/400][280/391] lr: 1.79e-05 | recon: 3.6446e-04 code: 7.1595e-02 total: 7.1595e-02 | time: 0.060
I 06.27/17:25:33 solver.py:243 ] Epoch: [1/400][300/391] lr: 1.92e-05 | recon: 3.4258e-04 code: 6.7702e-02 total: 6.7702e-02 | time: 0.060
I 06.27/17:25:34 solver.py:243 ] Epoch: [1/400][320/391] lr: 2.05e-05 | recon: 3.2332e-04 code: 6.4252e-02 total: 6.4252e-02 | time: 0.061
I 06.27/17:25:35 solver.py:243 ] Epoch: [1/400][340/391] lr: 2.17e-05 | recon: 3.0626e-04 code: 6.1180e-02 total: 6.1180e-02 | time: 0.061
I 06.27/17:25:37 solver.py:243 ] Epoch: [1/400][360/391] lr: 2.30e-05 | recon: 2.9104e-04 code: 5.8415e-02 total: 5.8415e-02 | time: 0.061
I 06.27/17:25:38 solver.py:243 ] Epoch: [1/400][380/391] lr: 2.43e-05 | recon: 2.7727e-04 code: 5.5901e-02 total: 5.5901e-02 | time: 0.061
I 06.27/17:25:39 solver.py:271 ] => Train  Recon loss: 2.7028e-04 | Code loss: 5.4622e-02 | Total: 5.4622e-02 | adapter/W1_norm=6.1616e+01 | adapter/W1_mean=-8.1614e-06 | adapter/W1_std=6.0172e-02 | adapter/W2_norm=5.6862e-01 | adapter/W2_mean=5.0576e-04 | adapter/W2_std=2.2925e-04 | adapter/delta_ratio=7.0691e-01

I 06.27/17:25:40 solver.py:243 ] Epoch: [2/400][20/391] lr: 2.63e-05 | recon: 2.8276e-05 code: 1.0031e-02 total: 1.0031e-02 | time: 0.073
I 06.27/17:25:42 solver.py:243 ] Epoch: [2/400][40/391] lr: 2.76e-05 | recon: 2.6614e-05 code: 9.5148e-03 total: 9.5148e-03 | time: 0.072
I 06.27/17:25:43 solver.py:243 ] Epoch: [2/400][60/391] lr: 2.88e-05 | recon: 2.5874e-05 code: 9.2731e-03 total: 9.2731e-03 | time: 0.075
I 06.27/17:25:45 solver.py:243 ] Epoch: [2/400][80/391] lr: 3.01e-05 | recon: 2.4712e-05 code: 8.9642e-03 total: 8.9642e-03 | time: 0.079
I 06.27/17:25:46 solver.py:243 ] Epoch: [2/400][100/391] lr: 3.14e-05 | recon: 2.4103e-05 code: 8.7401e-03 total: 8.7401e-03 | time: 0.074
I 06.27/17:25:47 solver.py:243 ] Epoch: [2/400][120/391] lr: 3.27e-05 | recon: 2.3294e-05 code: 8.4587e-03 total: 8.4587e-03 | time: 0.073
I 06.27/17:25:49 solver.py:243 ] Epoch: [2/400][140/391] lr: 3.40e-05 | recon: 2.2508e-05 code: 8.1923e-03 total: 8.1923e-03 | time: 0.072
I 06.27/17:25:50 solver.py:243 ] Epoch: [2/400][160/391] lr: 3.52e-05 | recon: 2.1812e-05 code: 7.9518e-03 total: 7.9518e-03 | time: 0.073
I 06.27/17:25:52 solver.py:243 ] Epoch: [2/400][180/391] lr: 3.65e-05 | recon: 2.1169e-05 code: 7.7256e-03 total: 7.7256e-03 | time: 0.074
I 06.27/17:25:53 solver.py:243 ] Epoch: [2/400][200/391] lr: 3.78e-05 | recon: 2.0435e-05 code: 7.4776e-03 total: 7.4776e-03 | time: 0.074
I 06.27/17:25:54 solver.py:243 ] Epoch: [2/400][220/391] lr: 3.91e-05 | recon: 1.9755e-05 code: 7.2502e-03 total: 7.2502e-03 | time: 0.071
I 06.27/17:25:56 solver.py:243 ] Epoch: [2/400][240/391] lr: 4.03e-05 | recon: 1.9128e-05 code: 7.0367e-03 total: 7.0367e-03 | time: 0.071
I 06.27/17:25:57 solver.py:243 ] Epoch: [2/400][260/391] lr: 4.16e-05 | recon: 1.8595e-05 code: 6.8485e-03 total: 6.8485e-03 | time: 0.071
I 06.27/17:25:58 solver.py:243 ] Epoch: [2/400][280/391] lr: 4.29e-05 | recon: 1.8027e-05 code: 6.6542e-03 total: 6.6542e-03 | time: 0.070
I 06.27/17:25:59 solver.py:243 ] Epoch: [2/400][300/391] lr: 4.42e-05 | recon: 1.7483e-05 code: 6.4699e-03 total: 6.4699e-03 | time: 0.070
I 06.27/17:26:03 solver.py:243 ] Epoch: [2/400][320/391] lr: 4.55e-05 | recon: 1.6990e-05 code: 6.2984e-03 total: 6.2984e-03 | time: 0.075
I 06.27/17:26:05 solver.py:243 ] Epoch: [2/400][340/391] lr: 4.67e-05 | recon: 1.6505e-05 code: 6.1307e-03 total: 6.1307e-03 | time: 0.078
I 06.27/17:26:06 solver.py:243 ] Epoch: [2/400][360/391] lr: 4.80e-05 | recon: 1.6044e-05 code: 5.9717e-03 total: 5.9717e-03 | time: 0.076
I 06.27/17:26:07 solver.py:243 ] Epoch: [2/400][380/391] lr: 4.93e-05 | recon: 1.5603e-05 code: 5.8185e-03 total: 5.8185e-03 | time: 0.076
I 06.27/17:26:08 solver.py:271 ] => Train  Recon loss: 1.5377e-05 | Code loss: 5.7391e-03 | Total: 5.7391e-03 | adapter/W1_norm=6.1740e+01 | adapter/W1_mean=1.8756e-05 | adapter/W1_std=6.0293e-02 | adapter/W2_norm=8.6508e-01 | adapter/W2_mean=5.1745e-04 | adapter/W2_std=6.6779e-04 | adapter/delta_ratio=7.3942e-01

I 06.27/17:26:09 solver.py:243 ] Epoch: [3/400][20/391] lr: 5.13e-05 | recon: 6.5254e-06 code: 2.7688e-03 total: 2.7688e-03 | time: 0.065
I 06.27/17:26:11 solver.py:243 ] Epoch: [3/400][40/391] lr: 5.26e-05 | recon: 6.5112e-06 code: 2.7083e-03 total: 2.7083e-03 | time: 0.062
I 06.27/17:26:12 solver.py:243 ] Epoch: [3/400][60/391] lr: 5.38e-05 | recon: 6.4329e-06 code: 2.6679e-03 total: 2.6679e-03 | time: 0.059
I 06.27/17:26:13 solver.py:243 ] Epoch: [3/400][80/391] lr: 5.51e-05 | recon: 6.3062e-06 code: 2.6047e-03 total: 2.6047e-03 | time: 0.059
I 06.27/17:26:14 solver.py:243 ] Epoch: [3/400][100/391] lr: 5.64e-05 | recon: 6.1540e-06 code: 2.5557e-03 total: 2.5557e-03 | time: 0.058
I 06.27/17:26:15 solver.py:243 ] Epoch: [3/400][120/391] lr: 5.77e-05 | recon: 6.0500e-06 code: 2.5091e-03 total: 2.5091e-03 | time: 0.058
I 06.27/17:26:16 solver.py:243 ] Epoch: [3/400][140/391] lr: 5.90e-05 | recon: 5.9515e-06 code: 2.4683e-03 total: 2.4683e-03 | time: 0.060
I 06.27/17:26:17 solver.py:243 ] Epoch: [3/400][160/391] lr: 6.02e-05 | recon: 5.8432e-06 code: 2.4268e-03 total: 2.4268e-03 | time: 0.059
I 06.27/17:26:19 solver.py:243 ] Epoch: [3/400][180/391] lr: 6.15e-05 | recon: 5.7452e-06 code: 2.3896e-03 total: 2.3896e-03 | time: 0.058
I 06.27/17:26:20 solver.py:243 ] Epoch: [3/400][200/391] lr: 6.28e-05 | recon: 5.6406e-06 code: 2.3499e-03 total: 2.3499e-03 | time: 0.058
I 06.27/17:26:21 solver.py:243 ] Epoch: [3/400][220/391] lr: 6.41e-05 | recon: 5.5408e-06 code: 2.3140e-03 total: 2.3140e-03 | time: 0.058
I 06.27/17:26:22 solver.py:243 ] Epoch: [3/400][240/391] lr: 6.53e-05 | recon: 5.4499e-06 code: 2.2829e-03 total: 2.2829e-03 | time: 0.058
I 06.27/17:26:23 solver.py:243 ] Epoch: [3/400][260/391] lr: 6.66e-05 | recon: 5.3660e-06 code: 2.2509e-03 total: 2.2509e-03 | time: 0.059
I 06.27/17:26:24 solver.py:243 ] Epoch: [3/400][280/391] lr: 6.79e-05 | recon: 5.2891e-06 code: 2.2214e-03 total: 2.2214e-03 | time: 0.058
I 06.27/17:26:26 solver.py:243 ] Epoch: [3/400][300/391] lr: 6.92e-05 | recon: 5.2115e-06 code: 2.1915e-03 total: 2.1915e-03 | time: 0.058
I 06.27/17:26:27 solver.py:243 ] Epoch: [3/400][320/391] lr: 7.05e-05 | recon: 5.1447e-06 code: 2.1644e-03 total: 2.1644e-03 | time: 0.059
I 06.27/17:26:28 solver.py:243 ] Epoch: [3/400][340/391] lr: 7.17e-05 | recon: 5.0817e-06 code: 2.1385e-03 total: 2.1385e-03 | time: 0.059
I 06.27/17:26:30 solver.py:243 ] Epoch: [3/400][360/391] lr: 7.30e-05 | recon: 5.0142e-06 code: 2.1117e-03 total: 2.1117e-03 | time: 0.060
I 06.27/17:26:31 solver.py:243 ] Epoch: [3/400][380/391] lr: 7.43e-05 | recon: 4.9531e-06 code: 2.0890e-03 total: 2.0890e-03 | time: 0.060
I 06.27/17:26:32 solver.py:271 ] => Train  Recon loss: 4.9302e-06 | Code loss: 2.0789e-03 | Total: 2.0789e-03 | adapter/W1_norm=6.1881e+01 | adapter/W1_mean=4.4816e-05 | adapter/W1_std=6.0430e-02 | adapter/W2_norm=1.0636e+00 | adapter/W2_mean=5.2177e-04 | adapter/W2_std=8.9816e-04 | adapter/delta_ratio=7.4194e-01

I 06.27/17:26:33 solver.py:243 ] Epoch: [4/400][20/391] lr: 7.63e-05 | recon: 3.6754e-06 code: 1.5915e-03 total: 1.5915e-03 | time: 0.081
I 06.27/17:26:34 solver.py:243 ] Epoch: [4/400][40/391] lr: 7.76e-05 | recon: 3.6283e-06 code: 1.5655e-03 total: 1.5655e-03 | time: 0.066
I 06.27/17:26:36 solver.py:243 ] Epoch: [4/400][60/391] lr: 7.88e-05 | recon: 3.6255e-06 code: 1.5531e-03 total: 1.5531e-03 | time: 0.070
I 06.27/17:26:37 solver.py:243 ] Epoch: [4/400][80/391] lr: 8.01e-05 | recon: 3.6354e-06 code: 1.5467e-03 total: 1.5467e-03 | time: 0.066
I 06.27/17:26:38 solver.py:243 ] Epoch: [4/400][100/391] lr: 8.14e-05 | recon: 3.5965e-06 code: 1.5332e-03 total: 1.5332e-03 | time: 0.064
I 06.27/17:26:39 solver.py:243 ] Epoch: [4/400][120/391] lr: 8.27e-05 | recon: 3.5606e-06 code: 1.5207e-03 total: 1.5207e-03 | time: 0.065
I 06.27/17:26:40 solver.py:243 ] Epoch: [4/400][140/391] lr: 8.40e-05 | recon: 3.5278e-06 code: 1.5080e-03 total: 1.5080e-03 | time: 0.063
I 06.27/17:26:42 solver.py:243 ] Epoch: [4/400][160/391] lr: 8.52e-05 | recon: 3.5115e-06 code: 1.4976e-03 total: 1.4976e-03 | time: 0.063
I 06.27/17:26:43 solver.py:243 ] Epoch: [4/400][180/391] lr: 8.65e-05 | recon: 3.4771e-06 code: 1.4855e-03 total: 1.4855e-03 | time: 0.063
I 06.27/17:26:44 solver.py:243 ] Epoch: [4/400][200/391] lr: 8.78e-05 | recon: 3.4511e-06 code: 1.4732e-03 total: 1.4732e-03 | time: 0.062
I 06.27/17:26:45 solver.py:243 ] Epoch: [4/400][220/391] lr: 8.91e-05 | recon: 3.4286e-06 code: 1.4611e-03 total: 1.4611e-03 | time: 0.062
I 06.27/17:26:46 solver.py:243 ] Epoch: [4/400][240/391] lr: 9.03e-05 | recon: 3.3939e-06 code: 1.4486e-03 total: 1.4486e-03 | time: 0.061
I 06.27/17:26:47 solver.py:243 ] Epoch: [4/400][260/391] lr: 9.16e-05 | recon: 3.3807e-06 code: 1.4421e-03 total: 1.4421e-03 | time: 0.061
I 06.27/17:26:48 solver.py:243 ] Epoch: [4/400][280/391] lr: 9.29e-05 | recon: 3.3582e-06 code: 1.4310e-03 total: 1.4310e-03 | time: 0.060
I 06.27/17:26:49 solver.py:243 ] Epoch: [4/400][300/391] lr: 9.42e-05 | recon: 3.3392e-06 code: 1.4227e-03 total: 1.4227e-03 | time: 0.060
I 06.27/17:26:51 solver.py:243 ] Epoch: [4/400][320/391] lr: 9.55e-05 | recon: 3.3263e-06 code: 1.4159e-03 total: 1.4159e-03 | time: 0.059
I 06.27/17:26:52 solver.py:243 ] Epoch: [4/400][340/391] lr: 9.67e-05 | recon: 3.3138e-06 code: 1.4095e-03 total: 1.4095e-03 | time: 0.059
I 06.27/17:26:53 solver.py:243 ] Epoch: [4/400][360/391] lr: 9.80e-05 | recon: 3.2943e-06 code: 1.4003e-03 total: 1.4003e-03 | time: 0.058
I 06.27/17:26:54 solver.py:243 ] Epoch: [4/400][380/391] lr: 9.93e-05 | recon: 3.2799e-06 code: 1.3929e-03 total: 1.3929e-03 | time: 0.058
