I 06.29/15:01:25 main.py:44  ] => Experiment directory: /storage/hujiacong/zxd/Huawei/UniversalCSI/exps/COST2100/in/teacher_code_adapter/gated_lowrank_affine_mlp/src_seed2026_transnet_transnet_tgt_seed42_transnet_transnet_code1e-3_fc0.0_recT0.0_pca0.0_lr5e-4_ep400
I 06.29/15:01:25 main.py:45  ] => PyTorch Version: 2.5.1
I 06.29/15:01:25 init.py:13  ] Random seed set to 2026
I 06.29/15:01:26 init.py:92  ] Running on GPU 4
I 06.29/15:01:28 init.py:134 ] pretrained decoder loaded and frozen from exps/COST2100/in/seed42/transnet_transnet/checkpoints/best_nmse.pth
I 06.29/15:01:28 init.py:141 ] pretrained encoder loaded and frozen from exps/COST2100/in/seed2026/transnet_transnet/checkpoints/best_nmse.pth
I 06.29/15:01:28 init.py:154 ] => Model Name: UniversalCSI [pretrained: None; pretrained_decoder: exps/COST2100/in/seed42/transnet_transnet/checkpoints/best_nmse.pth; pretrained_encoder: exps/COST2100/in/seed2026/transnet_transnet/checkpoints/best_nmse.pth; adapter: gated_lowrank_affine_mlp; adapter_hidden_dim: 2048; canonical_head: none; canonical_anchor_seed: 0]
I 06.29/15:01:28 init.py:161 ] => Model Config: compression ratio=1/4; encoder=transnet; decoder=transnet; input shape=(2, 32, 32); input dim=2048
I 06.29/15:01:28 init.py:166 ] => Model Flops: 3.7876e+01M
I 06.29/15:01:28 init.py:167 ] => Model Params Num: 5.2927e+00M

I 06.29/15:01:28 init.py:168 ] 
**********
UniversalCSIModel(
  (encoder): TransNetEncoder(
    (encoder): TransformerEncoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerEncoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
        )
      )
    )
    (fc): Linear(in_features=2048, out_features=512, bias=True)
  )
  (decoder): TransNetDecoder(
    (fc_decoder): Linear(in_features=512, out_features=2048, bias=True)
    (decoder): TransformerDecoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerDecoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (multihead_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm3): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
          (dropout3): Dropout(p=0.0, inplace=False)
        )
      )
      (norm): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
    )
  )
  (code_adapter): GatedLowRankAffineMLPAdapter(
    (lowrank_norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (down): Linear(in_features=512, out_features=32, bias=False)
    (up): Linear(in_features=32, out_features=512, bias=False)
    (mlp_norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (mlp): Sequential(
      (0): Linear(in_features=512, out_features=2048, bias=True)
      (1): GELU(approximate='none')
      (2): Linear(in_features=2048, out_features=512, bias=True)
    )
  )
)
**********

I 06.29/15:01:28 init.py:33  ] 
decoder.decoder.layers.1.norm3.weight                             False          (64,)
decoder.decoder.layers.1.norm3.bias                               False          (64,)
decoder.decoder.norm.weight                                       False          (64,)
decoder.decoder.norm.bias                                         False          (64,)
code_adapter.bias                                                 True          (512,)
code_adapter.gate                                                 True          (512,)
code_adapter.lowrank_norm.weight                                  True          (512,)
code_adapter.lowrank_norm.bias                                    True          (512,)
code_adapter.down.weight                                          True       (32, 512)
code_adapter.up.weight                                            True       (512, 32)
code_adapter.mlp_norm.weight                                      True          (512,)
code_adapter.mlp_norm.bias                                        True          (512,)
code_adapter.mlp.0.weight                                         True     (2048, 512)
code_adapter.mlp.0.bias                                           True         (2048,)
code_adapter.mlp.2.weight                                         True     (512, 2048)
code_adapter.mlp.2.bias                                           True          (512,)
**********
I 06.29/15:01:28 main.py:74  ] => Before-adapter-train evaluation (frozen encoder + frozen decoder + identity adapter):
I 06.29/15:01:29 solver.py:548 ] [20/79] loss: 8.7983e-03 | NMSE: 1.2892e+01 | time: 0.031
I 06.29/15:01:30 solver.py:548 ] [40/79] loss: 8.7832e-03 | NMSE: 1.2881e+01 | time: 0.029
I 06.29/15:01:30 solver.py:548 ] [60/79] loss: 8.8890e-03 | NMSE: 1.2944e+01 | time: 0.025
I 06.29/15:01:30 solver.py:562 ] => Test NMSE: 1.2936e+01 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.0000e-01 | adapter/gate_std=0.0000e+00 | adapter/down_norm=7.6345e+00 | adapter/up_norm=0.0000e+00 | adapter/bias_norm=0.0000e+00 | adapter/W1_norm=6.1335e+01 | adapter/W2_norm=0.0000e+00 | adapter/lowrank_ratio=0.0000e+00 | adapter/mlp_ratio=0.0000e+00 | adapter/delta_ratio=0.0000e+00

I 06.29/15:01:30 solver.py:513 ] 
=> Test result: 
loss: 8.9146e-03    NMSE: 1.2936e+01

I 06.29/15:01:30 main.py:77  ] => Before adapter train loss: 8.9146e-03    NMSE: 1.2936e+01

I 06.29/15:01:31 solver.py:359 ] => Loading teacher codewords from exps/COST2100/in/seed42/transnet_transnet/codewords/train_code.pt
I 06.29/15:01:31 solver.py:365 ] => Loaded teacher codewords: torch.Size([100000, 512])
I 06.29/15:01:32 solver.py:282 ] Epoch: [1/400][20/391] lr: 6.39e-07 | recon: 8.8100e-03 code: 1.2137e+00 total: 1.0024e-02 | time: 0.054
I 06.29/15:01:33 solver.py:282 ] Epoch: [1/400][40/391] lr: 1.28e-06 | recon: 8.5923e-03 code: 1.2140e+00 total: 9.8063e-03 | time: 0.043
I 06.29/15:01:34 solver.py:282 ] Epoch: [1/400][60/391] lr: 1.92e-06 | recon: 8.4378e-03 code: 1.2142e+00 total: 9.6520e-03 | time: 0.039
I 06.29/15:01:34 solver.py:282 ] Epoch: [1/400][80/391] lr: 2.56e-06 | recon: 8.1314e-03 code: 1.2134e+00 total: 9.3448e-03 | time: 0.037
I 06.29/15:01:35 solver.py:282 ] Epoch: [1/400][100/391] lr: 3.20e-06 | recon: 7.8041e-03 code: 1.2127e+00 total: 9.0168e-03 | time: 0.036
I 06.29/15:01:36 solver.py:282 ] Epoch: [1/400][120/391] lr: 3.84e-06 | recon: 7.4373e-03 code: 1.2127e+00 total: 8.6500e-03 | time: 0.034
I 06.29/15:01:36 solver.py:282 ] Epoch: [1/400][140/391] lr: 4.48e-06 | recon: 7.0584e-03 code: 1.2123e+00 total: 8.2707e-03 | time: 0.034
I 06.29/15:01:37 solver.py:282 ] Epoch: [1/400][160/391] lr: 5.12e-06 | recon: 6.6912e-03 code: 1.2114e+00 total: 7.9026e-03 | time: 0.034
I 06.29/15:01:37 solver.py:282 ] Epoch: [1/400][180/391] lr: 5.75e-06 | recon: 6.3209e-03 code: 1.2102e+00 total: 7.5311e-03 | time: 0.033
I 06.29/15:01:38 solver.py:282 ] Epoch: [1/400][200/391] lr: 6.39e-06 | recon: 5.9768e-03 code: 1.2093e+00 total: 7.1861e-03 | time: 0.032
I 06.29/15:01:38 solver.py:282 ] Epoch: [1/400][220/391] lr: 7.03e-06 | recon: 5.6606e-03 code: 1.2091e+00 total: 6.8696e-03 | time: 0.032
I 06.29/15:01:39 solver.py:282 ] Epoch: [1/400][240/391] lr: 7.67e-06 | recon: 5.3694e-03 code: 1.2083e+00 total: 6.5777e-03 | time: 0.032
I 06.29/15:01:40 solver.py:282 ] Epoch: [1/400][260/391] lr: 8.31e-06 | recon: 5.1061e-03 code: 1.2072e+00 total: 6.3133e-03 | time: 0.032
I 06.29/15:01:40 solver.py:282 ] Epoch: [1/400][280/391] lr: 8.95e-06 | recon: 4.8647e-03 code: 1.2059e+00 total: 6.0706e-03 | time: 0.032
I 06.29/15:01:41 solver.py:282 ] Epoch: [1/400][300/391] lr: 9.59e-06 | recon: 4.6469e-03 code: 1.2041e+00 total: 5.8510e-03 | time: 0.033
I 06.29/15:01:42 solver.py:282 ] Epoch: [1/400][320/391] lr: 1.02e-05 | recon: 4.4488e-03 code: 1.2034e+00 total: 5.6522e-03 | time: 0.033
I 06.29/15:01:43 solver.py:282 ] Epoch: [1/400][340/391] lr: 1.09e-05 | recon: 4.2653e-03 code: 1.2018e+00 total: 5.4671e-03 | time: 0.033
I 06.29/15:01:43 solver.py:282 ] Epoch: [1/400][360/391] lr: 1.15e-05 | recon: 4.0977e-03 code: 1.2013e+00 total: 5.2989e-03 | time: 0.033
I 06.29/15:01:44 solver.py:282 ] Epoch: [1/400][380/391] lr: 1.21e-05 | recon: 3.9450e-03 code: 1.2000e+00 total: 5.1450e-03 | time: 0.034
I 06.29/15:01:45 solver.py:318 ] => Train  Recon loss: 3.8654e-03 | Code loss: 1.1996e+00 | Total: 5.0650e-03 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.0232e-01 | adapter/gate_std=3.4360e-04 | adapter/down_norm=7.6437e+00 | adapter/up_norm=9.9224e-02 | adapter/bias_norm=1.6133e-02 | adapter/W1_norm=6.1487e+01 | adapter/W2_norm=8.0281e-01 | adapter/lowrank_ratio=2.4520e-02 | adapter/mlp_ratio=1.3175e-01 | adapter/delta_ratio=1.5464e-01

I 06.29/15:01:46 solver.py:282 ] Epoch: [2/400][20/391] lr: 1.31e-05 | recon: 1.0787e-03 code: 1.1797e+00 total: 2.2584e-03 | time: 0.044
I 06.29/15:01:47 solver.py:282 ] Epoch: [2/400][40/391] lr: 1.38e-05 | recon: 1.0540e-03 code: 1.1740e+00 total: 2.2280e-03 | time: 0.051
I 06.29/15:01:48 solver.py:282 ] Epoch: [2/400][60/391] lr: 1.44e-05 | recon: 1.0237e-03 code: 1.1723e+00 total: 2.1960e-03 | time: 0.050
I 06.29/15:01:49 solver.py:282 ] Epoch: [2/400][80/391] lr: 1.51e-05 | recon: 1.0067e-03 code: 1.1721e+00 total: 2.1787e-03 | time: 0.050
I 06.29/15:01:50 solver.py:282 ] Epoch: [2/400][100/391] lr: 1.57e-05 | recon: 9.8556e-04 code: 1.1718e+00 total: 2.1574e-03 | time: 0.052
I 06.29/15:01:51 solver.py:282 ] Epoch: [2/400][120/391] lr: 1.63e-05 | recon: 9.6717e-04 code: 1.1711e+00 total: 2.1383e-03 | time: 0.050
I 06.29/15:01:52 solver.py:282 ] Epoch: [2/400][140/391] lr: 1.70e-05 | recon: 9.4860e-04 code: 1.1705e+00 total: 2.1191e-03 | time: 0.050
I 06.29/15:01:52 solver.py:282 ] Epoch: [2/400][160/391] lr: 1.76e-05 | recon: 9.3330e-04 code: 1.1697e+00 total: 2.1030e-03 | time: 0.048
I 06.29/15:01:53 solver.py:282 ] Epoch: [2/400][180/391] lr: 1.83e-05 | recon: 9.1901e-04 code: 1.1691e+00 total: 2.0881e-03 | time: 0.048
I 06.29/15:01:54 solver.py:282 ] Epoch: [2/400][200/391] lr: 1.89e-05 | recon: 9.0628e-04 code: 1.1684e+00 total: 2.0747e-03 | time: 0.048
I 06.29/15:01:55 solver.py:282 ] Epoch: [2/400][220/391] lr: 1.95e-05 | recon: 8.9443e-04 code: 1.1684e+00 total: 2.0628e-03 | time: 0.049
I 06.29/15:01:57 solver.py:282 ] Epoch: [2/400][240/391] lr: 2.02e-05 | recon: 8.8222e-04 code: 1.1672e+00 total: 2.0494e-03 | time: 0.050
I 06.29/15:01:58 solver.py:282 ] Epoch: [2/400][260/391] lr: 2.08e-05 | recon: 8.7043e-04 code: 1.1654e+00 total: 2.0359e-03 | time: 0.050
I 06.29/15:01:59 solver.py:282 ] Epoch: [2/400][280/391] lr: 2.15e-05 | recon: 8.5920e-04 code: 1.1641e+00 total: 2.0233e-03 | time: 0.052
I 06.29/15:02:00 solver.py:282 ] Epoch: [2/400][300/391] lr: 2.21e-05 | recon: 8.4874e-04 code: 1.1627e+00 total: 2.0115e-03 | time: 0.053
I 06.29/15:02:02 solver.py:282 ] Epoch: [2/400][320/391] lr: 2.27e-05 | recon: 8.3876e-04 code: 1.1609e+00 total: 1.9997e-03 | time: 0.055
I 06.29/15:02:05 solver.py:282 ] Epoch: [2/400][340/391] lr: 2.34e-05 | recon: 8.2952e-04 code: 1.1596e+00 total: 1.9891e-03 | time: 0.059
I 06.29/15:02:06 solver.py:282 ] Epoch: [2/400][360/391] lr: 2.40e-05 | recon: 8.2073e-04 code: 1.1583e+00 total: 1.9791e-03 | time: 0.060
I 06.29/15:02:07 solver.py:282 ] Epoch: [2/400][380/391] lr: 2.46e-05 | recon: 8.1212e-04 code: 1.1567e+00 total: 1.9688e-03 | time: 0.060
I 06.29/15:02:08 solver.py:318 ] => Train  Recon loss: 8.0746e-04 | Code loss: 1.1556e+00 | Total: 1.9631e-03 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.0475e-01 | adapter/gate_std=2.1023e-03 | adapter/down_norm=7.6579e+00 | adapter/up_norm=1.7475e-01 | adapter/bias_norm=2.2394e-02 | adapter/W1_norm=6.1647e+01 | adapter/W2_norm=1.3619e+00 | adapter/lowrank_ratio=5.3833e-02 | adapter/mlp_ratio=2.8076e-01 | adapter/delta_ratio=3.2977e-01

I 06.29/15:02:09 solver.py:282 ] Epoch: [3/400][20/391] lr: 2.56e-05 | recon: 6.5196e-04 code: 1.1276e+00 total: 1.7795e-03 | time: 0.055
I 06.29/15:02:10 solver.py:282 ] Epoch: [3/400][40/391] lr: 2.63e-05 | recon: 6.4551e-04 code: 1.1240e+00 total: 1.7695e-03 | time: 0.057
I 06.29/15:02:11 solver.py:282 ] Epoch: [3/400][60/391] lr: 2.69e-05 | recon: 6.4331e-04 code: 1.1238e+00 total: 1.7671e-03 | time: 0.057
I 06.29/15:02:13 solver.py:282 ] Epoch: [3/400][80/391] lr: 2.76e-05 | recon: 6.4100e-04 code: 1.1233e+00 total: 1.7643e-03 | time: 0.058
I 06.29/15:02:14 solver.py:282 ] Epoch: [3/400][100/391] lr: 2.82e-05 | recon: 6.3792e-04 code: 1.1221e+00 total: 1.7600e-03 | time: 0.059
I 06.29/15:02:15 solver.py:282 ] Epoch: [3/400][120/391] lr: 2.88e-05 | recon: 6.3530e-04 code: 1.1207e+00 total: 1.7560e-03 | time: 0.059
I 06.29/15:02:16 solver.py:282 ] Epoch: [3/400][140/391] lr: 2.95e-05 | recon: 6.3168e-04 code: 1.1173e+00 total: 1.7490e-03 | time: 0.059
I 06.29/15:02:17 solver.py:282 ] Epoch: [3/400][160/391] lr: 3.01e-05 | recon: 6.2946e-04 code: 1.1157e+00 total: 1.7451e-03 | time: 0.059
I 06.29/15:02:19 solver.py:282 ] Epoch: [3/400][180/391] lr: 3.08e-05 | recon: 6.2582e-04 code: 1.1124e+00 total: 1.7383e-03 | time: 0.060
I 06.29/15:02:20 solver.py:282 ] Epoch: [3/400][200/391] lr: 3.14e-05 | recon: 6.2409e-04 code: 1.1112e+00 total: 1.7353e-03 | time: 0.059
I 06.29/15:02:21 solver.py:282 ] Epoch: [3/400][220/391] lr: 3.20e-05 | recon: 6.2221e-04 code: 1.1096e+00 total: 1.7318e-03 | time: 0.060
I 06.29/15:02:22 solver.py:282 ] Epoch: [3/400][240/391] lr: 3.27e-05 | recon: 6.2035e-04 code: 1.1076e+00 total: 1.7280e-03 | time: 0.059
I 06.29/15:02:23 solver.py:282 ] Epoch: [3/400][260/391] lr: 3.33e-05 | recon: 6.1807e-04 code: 1.1054e+00 total: 1.7234e-03 | time: 0.059
I 06.29/15:02:25 solver.py:282 ] Epoch: [3/400][280/391] lr: 3.40e-05 | recon: 6.1666e-04 code: 1.1037e+00 total: 1.7203e-03 | time: 0.059
I 06.29/15:02:26 solver.py:282 ] Epoch: [3/400][300/391] lr: 3.46e-05 | recon: 6.1504e-04 code: 1.1017e+00 total: 1.7168e-03 | time: 0.059
I 06.29/15:02:27 solver.py:282 ] Epoch: [3/400][320/391] lr: 3.52e-05 | recon: 6.1297e-04 code: 1.0991e+00 total: 1.7120e-03 | time: 0.059
I 06.29/15:02:28 solver.py:282 ] Epoch: [3/400][340/391] lr: 3.59e-05 | recon: 6.1109e-04 code: 1.0967e+00 total: 1.7077e-03 | time: 0.059
I 06.29/15:02:29 solver.py:282 ] Epoch: [3/400][360/391] lr: 3.65e-05 | recon: 6.0936e-04 code: 1.0943e+00 total: 1.7036e-03 | time: 0.059
I 06.29/15:02:30 solver.py:282 ] Epoch: [3/400][380/391] lr: 3.71e-05 | recon: 6.0771e-04 code: 1.0919e+00 total: 1.6996e-03 | time: 0.058
I 06.29/15:02:31 solver.py:318 ] => Train  Recon loss: 6.0694e-04 | Code loss: 1.0908e+00 | Total: 1.6977e-03 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.0751e-01 | adapter/gate_std=5.8488e-03 | adapter/down_norm=7.6713e+00 | adapter/up_norm=2.4322e-01 | adapter/bias_norm=2.4475e-02 | adapter/W1_norm=6.1783e+01 | adapter/W2_norm=2.0970e+00 | adapter/lowrank_ratio=7.1727e-02 | adapter/mlp_ratio=3.9236e-01 | adapter/delta_ratio=4.5073e-01

I 06.29/15:02:32 solver.py:282 ] Epoch: [4/400][20/391] lr: 3.81e-05 | recon: 5.7339e-04 code: 1.0402e+00 total: 1.6136e-03 | time: 0.056
I 06.29/15:02:34 solver.py:282 ] Epoch: [4/400][40/391] lr: 3.88e-05 | recon: 5.7322e-04 code: 1.0394e+00 total: 1.6126e-03 | time: 0.060
I 06.29/15:02:35 solver.py:282 ] Epoch: [4/400][60/391] lr: 3.94e-05 | recon: 5.7380e-04 code: 1.0394e+00 total: 1.6132e-03 | time: 0.061
I 06.29/15:02:36 solver.py:282 ] Epoch: [4/400][80/391] lr: 4.01e-05 | recon: 5.7471e-04 code: 1.0395e+00 total: 1.6142e-03 | time: 0.059
I 06.29/15:02:37 solver.py:282 ] Epoch: [4/400][100/391] lr: 4.07e-05 | recon: 5.7091e-04 code: 1.0332e+00 total: 1.6041e-03 | time: 0.058
I 06.29/15:02:38 solver.py:282 ] Epoch: [4/400][120/391] lr: 4.13e-05 | recon: 5.6938e-04 code: 1.0301e+00 total: 1.5994e-03 | time: 0.057
I 06.29/15:02:39 solver.py:282 ] Epoch: [4/400][140/391] lr: 4.20e-05 | recon: 5.6738e-04 code: 1.0262e+00 total: 1.5936e-03 | time: 0.058
I 06.29/15:02:41 solver.py:282 ] Epoch: [4/400][160/391] lr: 4.26e-05 | recon: 5.6579e-04 code: 1.0234e+00 total: 1.5892e-03 | time: 0.059
I 06.29/15:02:42 solver.py:282 ] Epoch: [4/400][180/391] lr: 4.33e-05 | recon: 5.6392e-04 code: 1.0197e+00 total: 1.5836e-03 | time: 0.060
I 06.29/15:02:43 solver.py:282 ] Epoch: [4/400][200/391] lr: 4.39e-05 | recon: 5.6236e-04 code: 1.0164e+00 total: 1.5788e-03 | time: 0.059
I 06.29/15:02:44 solver.py:282 ] Epoch: [4/400][220/391] lr: 4.45e-05 | recon: 5.6028e-04 code: 1.0123e+00 total: 1.5725e-03 | time: 0.059
I 06.29/15:02:45 solver.py:282 ] Epoch: [4/400][240/391] lr: 4.52e-05 | recon: 5.5836e-04 code: 1.0083e+00 total: 1.5666e-03 | time: 0.058
I 06.29/15:02:46 solver.py:282 ] Epoch: [4/400][260/391] lr: 4.58e-05 | recon: 5.5671e-04 code: 1.0051e+00 total: 1.5618e-03 | time: 0.059
