I 06.29/09:06:31 main.py:44  ] => Experiment directory: /storage/hujiacong/zxd/Huawei/UniversalCSI/exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-2_code_mean1e-4_cov1e-4/gated_lowrank_affine_mlp/rank32_hidden2048_gate0.1_code1e-3_fc1e-2_lr5e-4_ep100/enc_seed2026_transnet_transnet_dec_seed42_transnet_transnet
I 06.29/09:06:31 main.py:45  ] => PyTorch Version: 2.5.1
I 06.29/09:06:31 init.py:13  ] Random seed set to 2026
I 06.29/09:06:31 init.py:92  ] Running on GPU 6
I 06.29/09:06:35 init.py:134 ] pretrained decoder loaded and frozen from exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth
I 06.29/09:06:35 init.py:141 ] pretrained encoder loaded and frozen from exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_transnet_transnet/checkpoints/best_nmse.pth
I 06.29/09:06:36 init.py:154 ] => Model Name: UniversalCSI [pretrained: None; pretrained_decoder: exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/checkpoints/best_nmse.pth; pretrained_encoder: exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed2026_transnet_transnet/checkpoints/best_nmse.pth; adapter: gated_lowrank_affine_mlp; adapter_hidden_dim: 2048; canonical_head: none; canonical_anchor_seed: 0]
I 06.29/09:06:36 init.py:161 ] => Model Config: compression ratio=1/4; encoder=transnet; decoder=transnet; input shape=(2, 32, 32); input dim=2048
I 06.29/09:06:36 init.py:166 ] => Model Flops: 3.7876e+01M
I 06.29/09:06:36 init.py:167 ] => Model Params Num: 5.2927e+00M

I 06.29/09:06:36 init.py:168 ] 
**********
UniversalCSIModel(
  (encoder): TransNetEncoder(
    (encoder): TransformerEncoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerEncoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
        )
      )
    )
    (fc): Linear(in_features=2048, out_features=512, bias=True)
  )
  (decoder): TransNetDecoder(
    (fc_decoder): Linear(in_features=512, out_features=2048, bias=True)
    (decoder): TransformerDecoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerDecoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (multihead_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm3): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
          (dropout3): Dropout(p=0.0, inplace=False)
        )
      )
      (norm): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
    )
  )
  (code_adapter): GatedLowRankAffineMLPAdapter(
    (lowrank_norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (down): Linear(in_features=512, out_features=32, bias=False)
    (up): Linear(in_features=32, out_features=512, bias=False)
    (mlp_norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (mlp): Sequential(
      (0): Linear(in_features=512, out_features=2048, bias=True)
      (1): GELU(approximate='none')
      (2): Linear(in_features=2048, out_features=512, bias=True)
    )
  )
)
**********

I 06.29/09:06:36 init.py:33  ] 
code_adapter.down.weight                                          True       (32, 512)
code_adapter.up.weight                                            True       (512, 32)
code_adapter.mlp_norm.weight                                      True          (512,)
code_adapter.mlp_norm.bias                                        True          (512,)
code_adapter.mlp.0.weight                                         True     (2048, 512)
code_adapter.mlp.0.bias                                           True         (2048,)
code_adapter.mlp.2.weight                                         True     (512, 2048)
code_adapter.mlp.2.bias                                           True          (512,)
**********
I 06.29/09:06:36 main.py:74  ] => Before-train evaluation (frozen encoder + decoder + untrained adapter):
I 06.29/09:06:37 solver.py:548 ] [20/79] loss: 1.5505e-06 | NMSE: -2.4648e+01 | time: 0.056
I 06.29/09:06:38 solver.py:548 ] [40/79] loss: 1.5496e-06 | NMSE: -2.4653e+01 | time: 0.057
I 06.29/09:06:39 solver.py:548 ] [60/79] loss: 1.5397e-06 | NMSE: -2.4671e+01 | time: 0.053
I 06.29/09:06:40 solver.py:562 ] => Test NMSE: -2.4683e+01 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.0000e-01 | adapter/gate_std=0.0000e+00 | adapter/down_norm=7.6345e+00 | adapter/up_norm=0.0000e+00 | adapter/bias_norm=0.0000e+00 | adapter/W1_norm=6.1335e+01 | adapter/W2_norm=0.0000e+00 | adapter/lowrank_ratio=0.0000e+00 | adapter/mlp_ratio=0.0000e+00 | adapter/delta_ratio=0.0000e+00

I 06.29/09:06:40 solver.py:513 ] 
=> Test result: 
loss: 1.5353e-06    NMSE: -2.4683e+01

I 06.29/09:06:41 solver.py:359 ] => Loading teacher codewords from exps/COST2100/in/encoder_canonical/aux_pca_1e-2_code_mean1e-4_cov1e-4/seed42_transnet_transnet/codewords/train_code.pt
I 06.29/09:06:42 solver.py:365 ] => Loaded teacher codewords: torch.Size([100000, 512])
I 06.29/09:06:45 solver.py:282 ] Epoch: [1/100][20/391] lr: 2.56e-06 | recon: 1.4909e-06 code: 6.3164e-05 fc: 4.7770e-05 total: 2.0318e-06 | time: 0.163
I 06.29/09:06:47 solver.py:282 ] Epoch: [1/100][40/391] lr: 5.12e-06 | recon: 1.4540e-06 code: 6.2079e-05 fc: 4.6187e-05 total: 1.9780e-06 | time: 0.110
I 06.29/09:06:48 solver.py:282 ] Epoch: [1/100][60/391] lr: 7.67e-06 | recon: 1.4081e-06 code: 6.0341e-05 fc: 4.4110e-05 total: 1.9095e-06 | time: 0.102
I 06.29/09:06:50 solver.py:282 ] Epoch: [1/100][80/391] lr: 1.02e-05 | recon: 1.3546e-06 code: 5.8345e-05 fc: 4.1905e-05 total: 1.8320e-06 | time: 0.099
I 06.29/09:06:51 solver.py:282 ] Epoch: [1/100][100/391] lr: 1.28e-05 | recon: 1.3100e-06 code: 5.6057e-05 fc: 3.9750e-05 total: 1.7635e-06 | time: 0.093
I 06.29/09:06:53 solver.py:282 ] Epoch: [1/100][120/391] lr: 1.53e-05 | recon: 1.2607e-06 code: 5.3683e-05 fc: 3.7561e-05 total: 1.6900e-06 | time: 0.093
I 06.29/09:06:55 solver.py:282 ] Epoch: [1/100][140/391] lr: 1.79e-05 | recon: 1.2172e-06 code: 5.1327e-05 fc: 3.5518e-05 total: 1.6237e-06 | time: 0.092
I 06.29/09:06:57 solver.py:282 ] Epoch: [1/100][160/391] lr: 2.05e-05 | recon: 1.1771e-06 code: 4.9081e-05 fc: 3.3712e-05 total: 1.5633e-06 | time: 0.092
I 06.29/09:06:58 solver.py:282 ] Epoch: [1/100][180/391] lr: 2.30e-05 | recon: 1.1399e-06 code: 4.6886e-05 fc: 3.2031e-05 total: 1.5071e-06 | time: 0.091
I 06.29/09:07:01 solver.py:282 ] Epoch: [1/100][200/391] lr: 2.56e-05 | recon: 1.1052e-06 code: 4.4872e-05 fc: 3.0538e-05 total: 1.4555e-06 | time: 0.093
I 06.29/09:07:03 solver.py:282 ] Epoch: [1/100][220/391] lr: 2.81e-05 | recon: 1.0740e-06 code: 4.3004e-05 fc: 2.9172e-05 total: 1.4087e-06 | time: 0.097
I 06.29/09:07:06 solver.py:282 ] Epoch: [1/100][240/391] lr: 3.07e-05 | recon: 1.0466e-06 code: 4.1310e-05 fc: 2.7983e-05 total: 1.3678e-06 | time: 0.100
I 06.29/09:07:08 solver.py:282 ] Epoch: [1/100][260/391] lr: 3.32e-05 | recon: 1.0224e-06 code: 3.9712e-05 fc: 2.6885e-05 total: 1.3309e-06 | time: 0.099
I 06.29/09:07:09 solver.py:282 ] Epoch: [1/100][280/391] lr: 3.58e-05 | recon: 1.0004e-06 code: 3.8220e-05 fc: 2.5906e-05 total: 1.2977e-06 | time: 0.097
I 06.29/09:07:11 solver.py:282 ] Epoch: [1/100][300/391] lr: 3.84e-05 | recon: 9.8010e-07 code: 3.6814e-05 fc: 2.4996e-05 total: 1.2669e-06 | time: 0.096
I 06.29/09:07:13 solver.py:282 ] Epoch: [1/100][320/391] lr: 4.09e-05 | recon: 9.6433e-07 code: 3.5560e-05 fc: 2.4204e-05 total: 1.2419e-06 | time: 0.096
I 06.29/09:07:15 solver.py:282 ] Epoch: [1/100][340/391] lr: 4.35e-05 | recon: 9.4624e-07 code: 3.4362e-05 fc: 2.3438e-05 total: 1.2150e-06 | time: 0.095
I 06.29/09:07:16 solver.py:282 ] Epoch: [1/100][360/391] lr: 4.60e-05 | recon: 9.3070e-07 code: 3.3278e-05 fc: 2.2780e-05 total: 1.1918e-06 | time: 0.095
I 06.29/09:07:18 solver.py:282 ] Epoch: [1/100][380/391] lr: 4.86e-05 | recon: 9.1654e-07 code: 3.2240e-05 fc: 2.2139e-05 total: 1.1702e-06 | time: 0.094
I 06.29/09:07:19 solver.py:318 ] => Train  Recon loss: 9.0942e-07 | Code loss: 3.1715e-05 | FC loss: 2.1806e-05 | Total: 1.1592e-06 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.0246e-01 | adapter/gate_std=1.3367e-03 | adapter/down_norm=7.6345e+00 | adapter/up_norm=4.6851e-02 | adapter/bias_norm=2.9495e-03 | adapter/W1_norm=6.1338e+01 | adapter/W2_norm=5.3802e-01 | adapter/lowrank_ratio=1.1233e-02 | adapter/mlp_ratio=2.3128e-02 | adapter/delta_ratio=2.6147e-02

I 06.29/09:07:21 solver.py:282 ] Epoch: [2/100][20/391] lr: 5.26e-05 | recon: 6.4143e-07 code: 1.2744e-05 fc: 1.0118e-05 total: 7.5536e-07 | time: 0.093
I 06.29/09:07:23 solver.py:282 ] Epoch: [2/100][40/391] lr: 5.51e-05 | recon: 6.3628e-07 code: 1.2352e-05 fc: 9.8240e-06 total: 7.4687e-07 | time: 0.094
I 06.29/09:07:24 solver.py:282 ] Epoch: [2/100][60/391] lr: 5.77e-05 | recon: 6.3657e-07 code: 1.2067e-05 fc: 9.7385e-06 total: 7.4602e-07 | time: 0.092
I 06.29/09:07:26 solver.py:282 ] Epoch: [2/100][80/391] lr: 6.02e-05 | recon: 6.3426e-07 code: 1.1854e-05 fc: 9.6582e-06 total: 7.4270e-07 | time: 0.094
I 06.29/09:07:28 solver.py:282 ] Epoch: [2/100][100/391] lr: 6.28e-05 | recon: 6.3740e-07 code: 1.1691e-05 fc: 9.6246e-06 total: 7.4534e-07 | time: 0.092
I 06.29/09:07:30 solver.py:282 ] Epoch: [2/100][120/391] lr: 6.53e-05 | recon: 6.3507e-07 code: 1.1488e-05 fc: 9.5288e-06 total: 7.4185e-07 | time: 0.093
I 06.29/09:07:32 solver.py:282 ] Epoch: [2/100][140/391] lr: 6.79e-05 | recon: 6.3368e-07 code: 1.1296e-05 fc: 9.4259e-06 total: 7.3924e-07 | time: 0.094
I 06.29/09:07:34 solver.py:282 ] Epoch: [2/100][160/391] lr: 7.05e-05 | recon: 6.3480e-07 code: 1.1157e-05 fc: 9.3966e-06 total: 7.3992e-07 | time: 0.094
I 06.29/09:07:36 solver.py:282 ] Epoch: [2/100][180/391] lr: 7.30e-05 | recon: 6.3176e-07 code: 1.1000e-05 fc: 9.3067e-06 total: 7.3583e-07 | time: 0.093
I 06.29/09:07:37 solver.py:282 ] Epoch: [2/100][200/391] lr: 7.56e-05 | recon: 6.3151e-07 code: 1.0875e-05 fc: 9.2687e-06 total: 7.3507e-07 | time: 0.093
I 06.29/09:07:39 solver.py:282 ] Epoch: [2/100][220/391] lr: 7.81e-05 | recon: 6.3250e-07 code: 1.0751e-05 fc: 9.2174e-06 total: 7.3543e-07 | time: 0.092
I 06.29/09:07:41 solver.py:282 ] Epoch: [2/100][240/391] lr: 8.07e-05 | recon: 6.3178e-07 code: 1.0631e-05 fc: 9.1997e-06 total: 7.3441e-07 | time: 0.092
I 06.29/09:07:42 solver.py:282 ] Epoch: [2/100][260/391] lr: 8.32e-05 | recon: 6.3017e-07 code: 1.0510e-05 fc: 9.1551e-06 total: 7.3223e-07 | time: 0.090
I 06.29/09:07:44 solver.py:282 ] Epoch: [2/100][280/391] lr: 8.58e-05 | recon: 6.2980e-07 code: 1.0388e-05 fc: 9.1001e-06 total: 7.3119e-07 | time: 0.090
I 06.29/09:07:46 solver.py:282 ] Epoch: [2/100][300/391] lr: 8.84e-05 | recon: 6.2821e-07 code: 1.0286e-05 fc: 9.0464e-06 total: 7.2896e-07 | time: 0.090
I 06.29/09:07:48 solver.py:282 ] Epoch: [2/100][320/391] lr: 9.09e-05 | recon: 6.2797e-07 code: 1.0176e-05 fc: 8.9861e-06 total: 7.2800e-07 | time: 0.091
I 06.29/09:07:49 solver.py:282 ] Epoch: [2/100][340/391] lr: 9.35e-05 | recon: 6.2780e-07 code: 1.0083e-05 fc: 8.9459e-06 total: 7.2734e-07 | time: 0.090
I 06.29/09:07:52 solver.py:282 ] Epoch: [2/100][360/391] lr: 9.60e-05 | recon: 6.2724e-07 code: 9.9942e-06 fc: 8.9001e-06 total: 7.2623e-07 | time: 0.091
I 06.29/09:07:53 solver.py:282 ] Epoch: [2/100][380/391] lr: 9.86e-05 | recon: 6.2763e-07 code: 9.9067e-06 fc: 8.8704e-06 total: 7.2624e-07 | time: 0.090
I 06.29/09:07:54 solver.py:318 ] => Train  Recon loss: 6.2730e-07 | Code loss: 9.8524e-06 | FC loss: 8.8402e-06 | Total: 7.2555e-07 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.0398e-01 | adapter/gate_std=2.8174e-03 | adapter/down_norm=7.6302e+00 | adapter/up_norm=4.7951e-02 | adapter/bias_norm=6.7474e-03 | adapter/W1_norm=6.1337e+01 | adapter/W2_norm=7.5335e-01 | adapter/lowrank_ratio=1.1130e-02 | adapter/mlp_ratio=2.7294e-02 | adapter/delta_ratio=2.8981e-02

I 06.29/09:07:56 solver.py:282 ] Epoch: [3/100][20/391] lr: 1.03e-04 | recon: 6.0423e-07 code: 8.1833e-06 fc: 7.9785e-06 total: 6.9220e-07 | time: 0.096
I 06.29/09:07:58 solver.py:282 ] Epoch: [3/100][40/391] lr: 1.05e-04 | recon: 6.1662e-07 code: 8.1815e-06 fc: 8.0189e-06 total: 7.0499e-07 | time: 0.086
I 06.29/09:08:00 solver.py:282 ] Epoch: [3/100][60/391] lr: 1.08e-04 | recon: 6.1737e-07 code: 8.1337e-06 fc: 8.0515e-06 total: 7.0601e-07 | time: 0.086
I 06.29/09:08:02 solver.py:282 ] Epoch: [3/100][80/391] lr: 1.10e-04 | recon: 6.1661e-07 code: 8.1396e-06 fc: 8.1237e-06 total: 7.0599e-07 | time: 0.096
I 06.29/09:08:06 solver.py:282 ] Epoch: [3/100][100/391] lr: 1.13e-04 | recon: 6.1377e-07 code: 8.0924e-06 fc: 8.0454e-06 total: 7.0231e-07 | time: 0.112
I 06.29/09:08:08 solver.py:282 ] Epoch: [3/100][120/391] lr: 1.15e-04 | recon: 6.1225e-07 code: 8.0535e-06 fc: 8.0043e-06 total: 7.0035e-07 | time: 0.111
I 06.29/09:08:10 solver.py:282 ] Epoch: [3/100][140/391] lr: 1.18e-04 | recon: 6.1344e-07 code: 8.0198e-06 fc: 8.0385e-06 total: 7.0184e-07 | time: 0.110
I 06.29/09:08:11 solver.py:282 ] Epoch: [3/100][160/391] lr: 1.20e-04 | recon: 6.1478e-07 code: 7.9840e-06 fc: 8.0145e-06 total: 7.0291e-07 | time: 0.107
I 06.29/09:08:13 solver.py:282 ] Epoch: [3/100][180/391] lr: 1.23e-04 | recon: 6.1154e-07 code: 7.9460e-06 fc: 7.9902e-06 total: 6.9939e-07 | time: 0.104
I 06.29/09:08:14 solver.py:282 ] Epoch: [3/100][200/391] lr: 1.26e-04 | recon: 6.1249e-07 code: 7.9442e-06 fc: 8.0118e-06 total: 7.0055e-07 | time: 0.100
I 06.29/09:08:16 solver.py:282 ] Epoch: [3/100][220/391] lr: 1.28e-04 | recon: 6.1349e-07 code: 7.9318e-06 fc: 8.0436e-06 total: 7.0186e-07 | time: 0.100
I 06.29/09:08:18 solver.py:282 ] Epoch: [3/100][240/391] lr: 1.31e-04 | recon: 6.1281e-07 code: 7.8971e-06 fc: 8.0055e-06 total: 7.0076e-07 | time: 0.100
I 06.29/09:08:20 solver.py:282 ] Epoch: [3/100][260/391] lr: 1.33e-04 | recon: 6.1220e-07 code: 7.8657e-06 fc: 7.9855e-06 total: 6.9992e-07 | time: 0.099
I 06.29/09:08:22 solver.py:282 ] Epoch: [3/100][280/391] lr: 1.36e-04 | recon: 6.1238e-07 code: 7.8513e-06 fc: 7.9837e-06 total: 7.0007e-07 | time: 0.098
I 06.29/09:08:23 solver.py:282 ] Epoch: [3/100][300/391] lr: 1.38e-04 | recon: 6.1196e-07 code: 7.8312e-06 fc: 7.9641e-06 total: 6.9943e-07 | time: 0.097
I 06.29/09:08:25 solver.py:282 ] Epoch: [3/100][320/391] lr: 1.41e-04 | recon: 6.1146e-07 code: 7.8072e-06 fc: 7.9326e-06 total: 6.9859e-07 | time: 0.096
I 06.29/09:08:27 solver.py:282 ] Epoch: [3/100][340/391] lr: 1.43e-04 | recon: 6.1142e-07 code: 7.7951e-06 fc: 7.9329e-06 total: 6.9855e-07 | time: 0.096
I 06.29/09:08:29 solver.py:282 ] Epoch: [3/100][360/391] lr: 1.46e-04 | recon: 6.1125e-07 code: 7.7856e-06 fc: 7.9492e-06 total: 6.9853e-07 | time: 0.095
I 06.29/09:08:31 solver.py:282 ] Epoch: [3/100][380/391] lr: 1.49e-04 | recon: 6.1061e-07 code: 7.7614e-06 fc: 7.9242e-06 total: 6.9761e-07 | time: 0.095
I 06.29/09:08:31 solver.py:318 ] => Train  Recon loss: 6.1031e-07 | Code loss: 7.7540e-06 | FC loss: 7.9183e-06 | Total: 6.9724e-07 | adapter/rank=3.2000e+01 | adapter/gate_mean=1.0251e-01 | adapter/gate_std=4.7466e-03 | adapter/down_norm=7.6189e+00 | adapter/up_norm=5.2841e-02 | adapter/bias_norm=1.0688e-02 | adapter/W1_norm=6.1332e+01 | adapter/W2_norm=8.6312e-01 | adapter/lowrank_ratio=1.2340e-02 | adapter/mlp_ratio=2.7477e-02 | adapter/delta_ratio=2.9584e-02

I 06.29/09:08:33 solver.py:282 ] Epoch: [4/100][20/391] lr: 1.53e-04 | recon: 5.9697e-07 code: 7.2640e-06 fc: 7.4808e-06 total: 6.7904e-07 | time: 0.098
