I 06.27/16:57:53 main.py:23  ] => Experiment directory: /storage/hujiacong/zxd/Huawei/UniversalCSI/exps/COST2100/in/encoder_canonical_adapter/aux_pca_1e-3/mlp/enc_seed2026_dec_seed42_recon1.0_code1e-3_lr2e-4
I 06.27/16:57:53 main.py:24  ] => PyTorch Version: 2.5.1
I 06.27/16:57:53 init.py:13  ] Random seed set to 2026
I 06.27/16:57:54 init.py:92  ] Running on GPU 1
I 06.27/16:57:57 init.py:132 ] pretrained decoder loaded and frozen from exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth
I 06.27/16:57:57 init.py:139 ] pretrained encoder loaded and frozen from exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth
I 06.27/16:57:58 init.py:152 ] => Model Name: UniversalCSI [pretrained: None; pretrained_decoder: exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth; pretrained_encoder: exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth; adapter: mlp; adapter_hidden_dim: 2048; canonical_head: none; canonical_anchor_seed: 0]
I 06.27/16:57:58 init.py:159 ] => Model Config: compression ratio=1/4; encoder=transnet; decoder=transnet; input shape=(2, 32, 32); input dim=2048
I 06.27/16:57:58 init.py:164 ] => Model Flops: 3.7841e+01M
I 06.27/16:57:58 init.py:165 ] => Model Params Num: 5.2589e+00M

I 06.27/16:57:58 init.py:166 ] 
**********
UniversalCSIModel(
  (encoder): TransNetEncoder(
    (encoder): TransformerEncoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerEncoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
        )
      )
    )
    (fc): Linear(in_features=2048, out_features=512, bias=True)
  )
  (decoder): TransNetDecoder(
    (fc_decoder): Linear(in_features=512, out_features=2048, bias=True)
    (decoder): TransformerDecoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerDecoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (multihead_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm3): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
          (dropout3): Dropout(p=0.0, inplace=False)
        )
      )
      (norm): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
    )
  )
  (code_adapter): MLPAdapter(
    (norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (mlp): Sequential(
      (0): Linear(in_features=512, out_features=2048, bias=True)
      (1): GELU(approximate='none')
      (2): Linear(in_features=2048, out_features=512, bias=True)
    )
  )
)
**********

I 06.27/16:57:58 init.py:33  ] 
decoder.decoder.layers.1.norm2.weight                             False          (64,)
decoder.decoder.layers.1.norm2.bias                               False          (64,)
decoder.decoder.layers.1.norm3.weight                             False          (64,)
decoder.decoder.layers.1.norm3.bias                               False          (64,)
decoder.decoder.norm.weight                                       False          (64,)
decoder.decoder.norm.bias                                         False          (64,)
code_adapter.norm.weight                                          True          (512,)
code_adapter.norm.bias                                            True          (512,)
code_adapter.mlp.0.weight                                         True     (2048, 512)
code_adapter.mlp.0.bias                                           True         (2048,)
code_adapter.mlp.2.weight                                         True     (512, 2048)
code_adapter.mlp.2.bias                                           True          (512,)
**********
I 06.27/16:57:59 main.py:53  ] => Before-train evaluation (frozen encoder + decoder + untrained adapter):
I 06.27/16:58:00 solver.py:501 ] [20/79] loss: 1.1198e-03 | NMSE: 3.9388e+00 | time: 0.054
I 06.27/16:58:02 solver.py:501 ] [40/79] loss: 1.1202e-03 | NMSE: 3.9378e+00 | time: 0.077
I 06.27/16:58:05 solver.py:501 ] [60/79] loss: 1.1200e-03 | NMSE: 3.9474e+00 | time: 0.105
I 06.27/16:58:06 solver.py:515 ] => Test NMSE: 3.9396e+00 | adapter/W1_norm=6.1319e+01 | adapter/W1_mean=5.0671e-05 | adapter/W1_std=5.9882e-02 | adapter/W2_norm=0.0000e+00 | adapter/W2_mean=0.0000e+00 | adapter/W2_std=0.0000e+00 | adapter/delta_ratio=0.0000e+00

I 06.27/16:58:06 solver.py:466 ] 
=> Test result: 
loss: 1.1190e-03    NMSE: 3.9396e+00

I 06.27/16:58:07 solver.py:312 ] => Loading teacher codewords from exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt
I 06.27/16:58:07 solver.py:318 ] => Loaded teacher codewords: torch.Size([100000, 512])
I 06.27/16:58:09 solver.py:243 ] Epoch: [1/400][20/391] lr: 2.56e-07 | recon: 1.1163e-03 code: 2.2755e-01 total: 1.3439e-03 | time: 0.106
I 06.27/16:58:11 solver.py:243 ] Epoch: [1/400][40/391] lr: 5.12e-07 | recon: 1.1116e-03 code: 2.2658e-01 total: 1.3382e-03 | time: 0.092
I 06.27/16:58:13 solver.py:243 ] Epoch: [1/400][60/391] lr: 7.67e-07 | recon: 1.0984e-03 code: 2.2645e-01 total: 1.3248e-03 | time: 0.101
I 06.27/16:58:15 solver.py:243 ] Epoch: [1/400][80/391] lr: 1.02e-06 | recon: 1.0817e-03 code: 2.2548e-01 total: 1.3071e-03 | time: 0.102
I 06.27/16:58:17 solver.py:243 ] Epoch: [1/400][100/391] lr: 1.28e-06 | recon: 1.0631e-03 code: 2.2397e-01 total: 1.2871e-03 | time: 0.100
I 06.27/16:58:19 solver.py:243 ] Epoch: [1/400][120/391] lr: 1.53e-06 | recon: 1.0438e-03 code: 2.2216e-01 total: 1.2659e-03 | time: 0.099
I 06.27/16:58:21 solver.py:243 ] Epoch: [1/400][140/391] lr: 1.79e-06 | recon: 1.0230e-03 code: 2.1957e-01 total: 1.2426e-03 | time: 0.098
I 06.27/16:58:22 solver.py:243 ] Epoch: [1/400][160/391] lr: 2.05e-06 | recon: 1.0002e-03 code: 2.1550e-01 total: 1.2157e-03 | time: 0.096
I 06.27/16:58:24 solver.py:243 ] Epoch: [1/400][180/391] lr: 2.30e-06 | recon: 9.7354e-04 code: 2.0966e-01 total: 1.1832e-03 | time: 0.096
I 06.27/16:58:26 solver.py:243 ] Epoch: [1/400][200/391] lr: 2.56e-06 | recon: 9.3999e-04 code: 2.0204e-01 total: 1.1420e-03 | time: 0.096
I 06.27/16:58:28 solver.py:243 ] Epoch: [1/400][220/391] lr: 2.81e-06 | recon: 8.9762e-04 code: 1.9289e-01 total: 1.0905e-03 | time: 0.095
I 06.27/16:58:30 solver.py:243 ] Epoch: [1/400][240/391] lr: 3.07e-06 | recon: 8.5084e-04 code: 1.8305e-01 total: 1.0339e-03 | time: 0.094
I 06.27/16:58:31 solver.py:243 ] Epoch: [1/400][260/391] lr: 3.32e-06 | recon: 8.0332e-04 code: 1.7323e-01 total: 9.7655e-04 | time: 0.094
I 06.27/16:58:33 solver.py:243 ] Epoch: [1/400][280/391] lr: 3.58e-06 | recon: 7.5794e-04 code: 1.6395e-01 total: 9.2189e-04 | time: 0.094
I 06.27/16:58:35 solver.py:243 ] Epoch: [1/400][300/391] lr: 3.84e-06 | recon: 7.1567e-04 code: 1.5537e-01 total: 8.7104e-04 | time: 0.093
I 06.27/16:58:37 solver.py:243 ] Epoch: [1/400][320/391] lr: 4.09e-06 | recon: 6.7699e-04 code: 1.4753e-01 total: 8.2452e-04 | time: 0.093
I 06.27/16:58:38 solver.py:243 ] Epoch: [1/400][340/391] lr: 4.35e-06 | recon: 6.4179e-04 code: 1.4043e-01 total: 7.8222e-04 | time: 0.092
I 06.27/16:58:40 solver.py:243 ] Epoch: [1/400][360/391] lr: 4.60e-06 | recon: 6.0981e-04 code: 1.3398e-01 total: 7.4379e-04 | time: 0.091
I 06.27/16:58:41 solver.py:243 ] Epoch: [1/400][380/391] lr: 4.86e-06 | recon: 5.8063e-04 code: 1.2813e-01 total: 7.0876e-04 | time: 0.090
I 06.27/16:58:42 solver.py:271 ] => Train  Recon loss: 5.6570e-04 | Code loss: 1.2515e-01 | Total: 6.9085e-04 | adapter/W1_norm=6.1475e+01 | adapter/W1_mean=4.6573e-05 | adapter/W1_std=6.0035e-02 | adapter/W2_norm=5.3367e-01 | adapter/W2_mean=5.1160e-04 | adapter/W2_std=9.9361e-05 | adapter/delta_ratio=7.2019e-01

I 06.27/16:58:43 solver.py:243 ] Epoch: [2/400][20/391] lr: 5.26e-06 | recon: 4.6252e-05 code: 2.1702e-02 total: 6.7953e-05 | time: 0.071
I 06.27/16:58:45 solver.py:243 ] Epoch: [2/400][40/391] lr: 5.51e-06 | recon: 4.2364e-05 code: 2.1072e-02 total: 6.3436e-05 | time: 0.064
I 06.27/16:58:46 solver.py:243 ] Epoch: [2/400][60/391] lr: 5.77e-06 | recon: 4.0232e-05 code: 2.0895e-02 total: 6.1127e-05 | time: 0.065
I 06.27/16:58:48 solver.py:243 ] Epoch: [2/400][80/391] lr: 6.02e-06 | recon: 3.7970e-05 code: 2.0665e-02 total: 5.8634e-05 | time: 0.069
I 06.27/16:58:49 solver.py:243 ] Epoch: [2/400][100/391] lr: 6.28e-06 | recon: 3.6560e-05 code: 2.0517e-02 total: 5.7077e-05 | time: 0.070
I 06.27/16:58:50 solver.py:243 ] Epoch: [2/400][120/391] lr: 6.53e-06 | recon: 3.5112e-05 code: 2.0297e-02 total: 5.5409e-05 | time: 0.070
I 06.27/16:58:52 solver.py:243 ] Epoch: [2/400][140/391] lr: 6.79e-06 | recon: 3.3765e-05 code: 2.0153e-02 total: 5.3918e-05 | time: 0.073
I 06.27/16:58:54 solver.py:243 ] Epoch: [2/400][160/391] lr: 7.05e-06 | recon: 3.2662e-05 code: 1.9998e-02 total: 5.2660e-05 | time: 0.074
I 06.27/16:58:55 solver.py:243 ] Epoch: [2/400][180/391] lr: 7.30e-06 | recon: 3.1762e-05 code: 1.9906e-02 total: 5.1668e-05 | time: 0.072
I 06.27/16:58:57 solver.py:243 ] Epoch: [2/400][200/391] lr: 7.56e-06 | recon: 3.0798e-05 code: 1.9745e-02 total: 5.0543e-05 | time: 0.073
I 06.27/16:58:58 solver.py:243 ] Epoch: [2/400][220/391] lr: 7.81e-06 | recon: 2.9953e-05 code: 1.9622e-02 total: 4.9575e-05 | time: 0.072
I 06.27/16:58:59 solver.py:243 ] Epoch: [2/400][240/391] lr: 8.07e-06 | recon: 2.9259e-05 code: 1.9483e-02 total: 4.8741e-05 | time: 0.072
I 06.27/16:59:01 solver.py:243 ] Epoch: [2/400][260/391] lr: 8.32e-06 | recon: 2.8692e-05 code: 1.9368e-02 total: 4.8060e-05 | time: 0.074
I 06.27/16:59:04 solver.py:243 ] Epoch: [2/400][280/391] lr: 8.58e-06 | recon: 2.8087e-05 code: 1.9256e-02 total: 4.7343e-05 | time: 0.080
I 06.27/16:59:06 solver.py:243 ] Epoch: [2/400][300/391] lr: 8.84e-06 | recon: 2.7522e-05 code: 1.9149e-02 total: 4.6671e-05 | time: 0.079
I 06.27/16:59:07 solver.py:243 ] Epoch: [2/400][320/391] lr: 9.09e-06 | recon: 2.7057e-05 code: 1.9038e-02 total: 4.6095e-05 | time: 0.079
I 06.27/16:59:09 solver.py:243 ] Epoch: [2/400][340/391] lr: 9.35e-06 | recon: 2.6582e-05 code: 1.8932e-02 total: 4.5514e-05 | time: 0.078
I 06.27/16:59:10 solver.py:243 ] Epoch: [2/400][360/391] lr: 9.60e-06 | recon: 2.6145e-05 code: 1.8828e-02 total: 4.4973e-05 | time: 0.077
I 06.27/16:59:11 solver.py:243 ] Epoch: [2/400][380/391] lr: 9.86e-06 | recon: 2.5735e-05 code: 1.8717e-02 total: 4.4453e-05 | time: 0.077
I 06.27/16:59:12 solver.py:271 ] => Train  Recon loss: 2.5521e-05 | Code loss: 1.8646e-02 | Total: 4.4167e-05 | adapter/W1_norm=6.1533e+01 | adapter/W1_mean=3.4497e-05 | adapter/W1_std=6.0091e-02 | adapter/W2_norm=6.1764e-01 | adapter/W2_mean=5.7318e-04 | adapter/W2_std=1.8779e-04 | adapter/delta_ratio=8.0751e-01

I 06.27/16:59:13 solver.py:243 ] Epoch: [3/400][20/391] lr: 1.03e-05 | recon: 1.7143e-05 code: 1.6160e-02 total: 3.3303e-05 | time: 0.069
I 06.27/16:59:14 solver.py:243 ] Epoch: [3/400][40/391] lr: 1.05e-05 | recon: 1.7170e-05 code: 1.6059e-02 total: 3.3229e-05 | time: 0.060
I 06.27/16:59:15 solver.py:243 ] Epoch: [3/400][60/391] lr: 1.08e-05 | recon: 1.7159e-05 code: 1.5974e-02 total: 3.3133e-05 | time: 0.059
I 06.27/16:59:17 solver.py:243 ] Epoch: [3/400][80/391] lr: 1.10e-05 | recon: 1.6889e-05 code: 1.5801e-02 total: 3.2690e-05 | time: 0.061
I 06.27/16:59:18 solver.py:243 ] Epoch: [3/400][100/391] lr: 1.13e-05 | recon: 1.6690e-05 code: 1.5654e-02 total: 3.2344e-05 | time: 0.059
I 06.27/16:59:19 solver.py:243 ] Epoch: [3/400][120/391] lr: 1.15e-05 | recon: 1.6475e-05 code: 1.5514e-02 total: 3.1989e-05 | time: 0.060
I 06.27/16:59:20 solver.py:243 ] Epoch: [3/400][140/391] lr: 1.18e-05 | recon: 1.6305e-05 code: 1.5370e-02 total: 3.1675e-05 | time: 0.062
I 06.27/16:59:21 solver.py:243 ] Epoch: [3/400][160/391] lr: 1.20e-05 | recon: 1.6157e-05 code: 1.5228e-02 total: 3.1385e-05 | time: 0.061
I 06.27/16:59:23 solver.py:243 ] Epoch: [3/400][180/391] lr: 1.23e-05 | recon: 1.5993e-05 code: 1.5100e-02 total: 3.1093e-05 | time: 0.061
I 06.27/16:59:24 solver.py:243 ] Epoch: [3/400][200/391] lr: 1.26e-05 | recon: 1.5832e-05 code: 1.4974e-02 total: 3.0805e-05 | time: 0.060
I 06.27/16:59:25 solver.py:243 ] Epoch: [3/400][220/391] lr: 1.28e-05 | recon: 1.5630e-05 code: 1.4830e-02 total: 3.0460e-05 | time: 0.062
I 06.27/16:59:27 solver.py:243 ] Epoch: [3/400][240/391] lr: 1.31e-05 | recon: 1.5468e-05 code: 1.4704e-02 total: 3.0172e-05 | time: 0.063
I 06.27/16:59:28 solver.py:243 ] Epoch: [3/400][260/391] lr: 1.33e-05 | recon: 1.5316e-05 code: 1.4563e-02 total: 2.9879e-05 | time: 0.063
I 06.27/16:59:29 solver.py:243 ] Epoch: [3/400][280/391] lr: 1.36e-05 | recon: 1.5164e-05 code: 1.4445e-02 total: 2.9609e-05 | time: 0.063
I 06.27/16:59:31 solver.py:243 ] Epoch: [3/400][300/391] lr: 1.38e-05 | recon: 1.4986e-05 code: 1.4316e-02 total: 2.9303e-05 | time: 0.063
I 06.27/16:59:32 solver.py:243 ] Epoch: [3/400][320/391] lr: 1.41e-05 | recon: 1.4849e-05 code: 1.4178e-02 total: 2.9028e-05 | time: 0.062
I 06.27/16:59:33 solver.py:243 ] Epoch: [3/400][340/391] lr: 1.43e-05 | recon: 1.4705e-05 code: 1.4047e-02 total: 2.8752e-05 | time: 0.063
I 06.27/16:59:34 solver.py:243 ] Epoch: [3/400][360/391] lr: 1.46e-05 | recon: 1.4547e-05 code: 1.3919e-02 total: 2.8466e-05 | time: 0.063
I 06.27/16:59:36 solver.py:243 ] Epoch: [3/400][380/391] lr: 1.49e-05 | recon: 1.4380e-05 code: 1.3789e-02 total: 2.8170e-05 | time: 0.063
I 06.27/16:59:36 solver.py:271 ] => Train  Recon loss: 1.4323e-05 | Code loss: 1.3722e-02 | Total: 2.8045e-05 | adapter/W1_norm=6.1564e+01 | adapter/W1_mean=3.0112e-05 | adapter/W1_std=6.0121e-02 | adapter/W2_norm=6.9466e-01 | adapter/W2_mean=5.6745e-04 | adapter/W2_std=3.7174e-04 | adapter/delta_ratio=8.0791e-01

I 06.27/16:59:38 solver.py:243 ] Epoch: [4/400][20/391] lr: 1.53e-05 | recon: 1.1121e-05 code: 1.1101e-02 total: 2.2222e-05 | time: 0.071
I 06.27/16:59:39 solver.py:243 ] Epoch: [4/400][40/391] lr: 1.55e-05 | recon: 1.1027e-05 code: 1.0864e-02 total: 2.1891e-05 | time: 0.067
I 06.27/16:59:40 solver.py:243 ] Epoch: [4/400][60/391] lr: 1.58e-05 | recon: 1.0974e-05 code: 1.0761e-02 total: 2.1735e-05 | time: 0.062
I 06.27/16:59:41 solver.py:243 ] Epoch: [4/400][80/391] lr: 1.60e-05 | recon: 1.0925e-05 code: 1.0662e-02 total: 2.1586e-05 | time: 0.064
I 06.27/16:59:43 solver.py:243 ] Epoch: [4/400][100/391] lr: 1.63e-05 | recon: 1.0824e-05 code: 1.0545e-02 total: 2.1370e-05 | time: 0.065
I 06.27/16:59:44 solver.py:243 ] Epoch: [4/400][120/391] lr: 1.65e-05 | recon: 1.0702e-05 code: 1.0473e-02 total: 2.1175e-05 | time: 0.064
I 06.27/16:59:45 solver.py:243 ] Epoch: [4/400][140/391] lr: 1.68e-05 | recon: 1.0553e-05 code: 1.0358e-02 total: 2.0911e-05 | time: 0.064
I 06.27/16:59:47 solver.py:243 ] Epoch: [4/400][160/391] lr: 1.70e-05 | recon: 1.0442e-05 code: 1.0211e-02 total: 2.0652e-05 | time: 0.065
I 06.27/16:59:48 solver.py:243 ] Epoch: [4/400][180/391] lr: 1.73e-05 | recon: 1.0317e-05 code: 1.0102e-02 total: 2.0419e-05 | time: 0.064
I 06.27/16:59:49 solver.py:243 ] Epoch: [4/400][200/391] lr: 1.76e-05 | recon: 1.0226e-05 code: 9.9807e-03 total: 2.0207e-05 | time: 0.065
I 06.27/16:59:51 solver.py:243 ] Epoch: [4/400][220/391] lr: 1.78e-05 | recon: 1.0085e-05 code: 9.8594e-03 total: 1.9944e-05 | time: 0.065
I 06.27/16:59:52 solver.py:243 ] Epoch: [4/400][240/391] lr: 1.81e-05 | recon: 9.9540e-06 code: 9.7276e-03 total: 1.9682e-05 | time: 0.064
I 06.27/16:59:53 solver.py:243 ] Epoch: [4/400][260/391] lr: 1.83e-05 | recon: 9.8541e-06 code: 9.6175e-03 total: 1.9472e-05 | time: 0.064
I 06.27/16:59:54 solver.py:243 ] Epoch: [4/400][280/391] lr: 1.86e-05 | recon: 9.7322e-06 code: 9.4986e-03 total: 1.9231e-05 | time: 0.063
I 06.27/16:59:55 solver.py:243 ] Epoch: [4/400][300/391] lr: 1.88e-05 | recon: 9.6361e-06 code: 9.3881e-03 total: 1.9024e-05 | time: 0.063
I 06.27/16:59:56 solver.py:243 ] Epoch: [4/400][320/391] lr: 1.91e-05 | recon: 9.5419e-06 code: 9.2780e-03 total: 1.8820e-05 | time: 0.062
I 06.27/16:59:58 solver.py:243 ] Epoch: [4/400][340/391] lr: 1.93e-05 | recon: 9.4551e-06 code: 9.1928e-03 total: 1.8648e-05 | time: 0.063
I 06.27/16:59:59 solver.py:243 ] Epoch: [4/400][360/391] lr: 1.96e-05 | recon: 9.3554e-06 code: 9.0872e-03 total: 1.8443e-05 | time: 0.064
I 06.27/17:00:03 solver.py:243 ] Epoch: [4/400][380/391] lr: 1.99e-05 | recon: 9.2578e-06 code: 8.9739e-03 total: 1.8232e-05 | time: 0.070
