I 06.28/02:22:06 main.py:23  ] => Experiment directory: /storage/hujiacong/zxd/Huawei/UniversalCSI/exps/COST2100/in/encoder_canonical/adapter/aux_pca_1e-3/mlp/code1e-3_fc1e-3_recT1_lr2e-4/enc_seed2026_dec_seed42
I 06.28/02:22:06 main.py:24  ] => PyTorch Version: 2.5.1
I 06.28/02:22:06 init.py:13  ] Random seed set to 2026
I 06.28/02:22:06 init.py:92  ] Running on GPU 6
I 06.28/02:22:10 init.py:132 ] pretrained decoder loaded and frozen from exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth
I 06.28/02:22:10 init.py:139 ] pretrained encoder loaded and frozen from exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth
I 06.28/02:22:12 init.py:152 ] => Model Name: UniversalCSI [pretrained: None; pretrained_decoder: exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/checkpoints/best_nmse.pth; pretrained_encoder: exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed2026_transnet_transnet/checkpoints/best_nmse.pth; adapter: mlp; adapter_hidden_dim: 2048; canonical_head: none; canonical_anchor_seed: 0]
I 06.28/02:22:12 init.py:159 ] => Model Config: compression ratio=1/4; encoder=transnet; decoder=transnet; input shape=(2, 32, 32); input dim=2048
I 06.28/02:22:12 init.py:164 ] => Model Flops: 3.7841e+01M
I 06.28/02:22:12 init.py:165 ] => Model Params Num: 5.2589e+00M

I 06.28/02:22:12 init.py:166 ] 
**********
UniversalCSIModel(
  (encoder): TransNetEncoder(
    (encoder): TransformerEncoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerEncoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
        )
      )
    )
    (fc): Linear(in_features=2048, out_features=512, bias=True)
  )
  (decoder): TransNetDecoder(
    (fc_decoder): Linear(in_features=512, out_features=2048, bias=True)
    (decoder): TransformerDecoder(
      (layers): ModuleList(
        (0-1): 2 x TransformerDecoderLayer(
          (self_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (multihead_attn): MultiheadAttention(
            (out_proj): NonDynamicallyQuantizableLinear(in_features=64, out_features=64, bias=True)
          )
          (linear1): Linear(in_features=64, out_features=2048, bias=True)
          (dropout): Dropout(p=0.0, inplace=False)
          (linear2): Linear(in_features=2048, out_features=64, bias=True)
          (norm1): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm2): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (norm3): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
          (dropout1): Dropout(p=0.0, inplace=False)
          (dropout2): Dropout(p=0.0, inplace=False)
          (dropout3): Dropout(p=0.0, inplace=False)
        )
      )
      (norm): LayerNorm((64,), eps=1e-05, elementwise_affine=True)
    )
  )
  (code_adapter): MLPAdapter(
    (norm): LayerNorm((512,), eps=1e-05, elementwise_affine=True)
    (mlp): Sequential(
      (0): Linear(in_features=512, out_features=2048, bias=True)
      (1): GELU(approximate='none')
      (2): Linear(in_features=2048, out_features=512, bias=True)
    )
  )
)
**********

I 06.28/02:22:12 init.py:33  ] 
decoder.decoder.layers.1.norm2.weight                             False          (64,)
decoder.decoder.layers.1.norm2.bias                               False          (64,)
decoder.decoder.layers.1.norm3.weight                             False          (64,)
decoder.decoder.layers.1.norm3.bias                               False          (64,)
decoder.decoder.norm.weight                                       False          (64,)
decoder.decoder.norm.bias                                         False          (64,)
code_adapter.norm.weight                                          True          (512,)
code_adapter.norm.bias                                            True          (512,)
code_adapter.mlp.0.weight                                         True     (2048, 512)
code_adapter.mlp.0.bias                                           True         (2048,)
code_adapter.mlp.2.weight                                         True     (512, 2048)
code_adapter.mlp.2.bias                                           True          (512,)
**********
I 06.28/02:22:12 main.py:53  ] => Before-train evaluation (frozen encoder + decoder + untrained adapter):
I 06.28/02:22:13 solver.py:548 ] [20/79] loss: 1.1198e-03 | NMSE: 3.9388e+00 | time: 0.028
I 06.28/02:22:13 solver.py:548 ] [40/79] loss: 1.1202e-03 | NMSE: 3.9378e+00 | time: 0.034
I 06.28/02:22:14 solver.py:548 ] [60/79] loss: 1.1200e-03 | NMSE: 3.9474e+00 | time: 0.033
I 06.28/02:22:15 solver.py:562 ] => Test NMSE: 3.9396e+00 | adapter/W1_norm=6.1319e+01 | adapter/W1_mean=5.0671e-05 | adapter/W1_std=5.9882e-02 | adapter/W2_norm=0.0000e+00 | adapter/W2_mean=0.0000e+00 | adapter/W2_std=0.0000e+00 | adapter/delta_ratio=0.0000e+00

I 06.28/02:22:15 solver.py:513 ] 
=> Test result: 
loss: 1.1190e-03    NMSE: 3.9396e+00

I 06.28/02:22:15 solver.py:359 ] => Loading teacher codewords from exps/COST2100/in/encoder_canonical/aux_pca_1e-3/seed42_transnet_transnet/codewords/train_code.pt
I 06.28/02:22:16 solver.py:365 ] => Loaded teacher codewords: torch.Size([100000, 512])
I 06.28/02:22:18 solver.py:282 ] Epoch: [1/400][20/391] lr: 2.56e-07 | recon: 1.1166e-03 code: 2.2739e-01 fc: 1.0201e+00 recT: 1.1169e-03 total: 3.4811e-03 | time: 0.098
I 06.28/02:22:19 solver.py:282 ] Epoch: [1/400][40/391] lr: 5.12e-07 | recon: 1.1129e-03 code: 2.2585e-01 fc: 1.0126e+00 recT: 1.1132e-03 total: 3.4644e-03 | time: 0.070
I 06.28/02:22:20 solver.py:282 ] Epoch: [1/400][60/391] lr: 7.67e-07 | recon: 1.1010e-03 code: 2.2470e-01 fc: 1.0067e+00 recT: 1.1013e-03 total: 3.4338e-03 | time: 0.059
I 06.28/02:22:21 solver.py:282 ] Epoch: [1/400][80/391] lr: 1.02e-06 | recon: 1.0859e-03 code: 2.2210e-01 fc: 9.9382e-01 recT: 1.0862e-03 total: 3.3880e-03 | time: 0.058
I 06.28/02:22:22 solver.py:282 ] Epoch: [1/400][100/391] lr: 1.28e-06 | recon: 1.0685e-03 code: 2.1820e-01 fc: 9.7451e-01 recT: 1.0688e-03 total: 3.3300e-03 | time: 0.054
I 06.28/02:22:23 solver.py:282 ] Epoch: [1/400][120/391] lr: 1.53e-06 | recon: 1.0480e-03 code: 2.1303e-01 fc: 9.4901e-01 recT: 1.0483e-03 total: 3.2584e-03 | time: 0.054
I 06.28/02:22:24 solver.py:282 ] Epoch: [1/400][140/391] lr: 1.79e-06 | recon: 1.0208e-03 code: 2.0616e-01 fc: 9.1550e-01 recT: 1.0210e-03 total: 3.1634e-03 | time: 0.052
I 06.28/02:22:25 solver.py:282 ] Epoch: [1/400][160/391] lr: 2.05e-06 | recon: 9.8338e-04 code: 1.9744e-01 fc: 8.7343e-01 recT: 9.8355e-04 total: 3.0378e-03 | time: 0.052
I 06.28/02:22:26 solver.py:282 ] Epoch: [1/400][180/391] lr: 2.30e-06 | recon: 9.3708e-04 code: 1.8748e-01 fc: 8.2572e-01 recT: 9.3720e-04 total: 2.8875e-03 | time: 0.050
I 06.28/02:22:27 solver.py:282 ] Epoch: [1/400][200/391] lr: 2.56e-06 | recon: 8.8592e-04 code: 1.7709e-01 fc: 7.7611e-01 recT: 8.8601e-04 total: 2.7251e-03 | time: 0.051
I 06.28/02:22:27 solver.py:282 ] Epoch: [1/400][220/391] lr: 2.81e-06 | recon: 8.3258e-04 code: 1.6671e-01 fc: 7.2673e-01 recT: 8.3264e-04 total: 2.5587e-03 | time: 0.050
I 06.28/02:22:29 solver.py:282 ] Epoch: [1/400][240/391] lr: 3.07e-06 | recon: 7.8153e-04 code: 1.5688e-01 fc: 6.7991e-01 recT: 7.8156e-04 total: 2.3999e-03 | time: 0.050
I 06.28/02:22:29 solver.py:282 ] Epoch: [1/400][260/391] lr: 3.32e-06 | recon: 7.3403e-04 code: 1.4778e-01 fc: 6.3654e-01 recT: 7.3404e-04 total: 2.2524e-03 | time: 0.050
I 06.28/02:22:30 solver.py:282 ] Epoch: [1/400][280/391] lr: 3.58e-06 | recon: 6.9074e-04 code: 1.3953e-01 fc: 5.9724e-01 recT: 6.9073e-04 total: 2.1182e-03 | time: 0.050
I 06.28/02:22:31 solver.py:282 ] Epoch: [1/400][300/391] lr: 3.84e-06 | recon: 6.5137e-04 code: 1.3211e-01 fc: 5.6186e-01 recT: 6.5134e-04 total: 1.9967e-03 | time: 0.049
I 06.28/02:22:33 solver.py:282 ] Epoch: [1/400][320/391] lr: 4.09e-06 | recon: 6.1582e-04 code: 1.2542e-01 fc: 5.3006e-01 recT: 6.1576e-04 total: 1.8871e-03 | time: 0.051
I 06.28/02:22:33 solver.py:282 ] Epoch: [1/400][340/391] lr: 4.35e-06 | recon: 5.8370e-04 code: 1.1943e-01 fc: 5.0165e-01 recT: 5.8363e-04 total: 1.7884e-03 | time: 0.050
I 06.28/02:22:35 solver.py:282 ] Epoch: [1/400][360/391] lr: 4.60e-06 | recon: 5.5467e-04 code: 1.1404e-01 fc: 4.7619e-01 recT: 5.5458e-04 total: 1.6995e-03 | time: 0.051
I 06.28/02:22:36 solver.py:282 ] Epoch: [1/400][380/391] lr: 4.86e-06 | recon: 5.2828e-04 code: 1.0917e-01 fc: 4.5333e-01 recT: 5.2817e-04 total: 1.6189e-03 | time: 0.050
I 06.28/02:22:36 solver.py:318 ] => Train  Recon loss: 5.1481e-04 | Code loss: 1.0670e-01 | FC loss: 4.4176e-01 | Teacher recon loss: 5.1470e-04 | Total: 1.5780e-03 | adapter/W1_norm=6.1503e+01 | adapter/W1_mean=4.3956e-05 | adapter/W1_std=6.0062e-02 | adapter/W2_norm=5.3080e-01 | adapter/W2_mean=5.1239e-04 | adapter/W2_std=7.8411e-05 | adapter/delta_ratio=7.1922e-01

I 06.28/02:22:38 solver.py:282 ] Epoch: [2/400][20/391] lr: 5.26e-06 | recon: 4.7149e-05 code: 2.1098e-02 fc: 4.3174e-02 recT: 4.6770e-05 total: 1.5819e-04 | time: 0.055
I 06.28/02:22:39 solver.py:282 ] Epoch: [2/400][40/391] lr: 5.51e-06 | recon: 4.3965e-05 code: 2.0558e-02 fc: 4.2149e-02 recT: 4.3570e-05 total: 1.5024e-04 | time: 0.054
I 06.28/02:22:39 solver.py:282 ] Epoch: [2/400][60/391] lr: 5.77e-06 | recon: 4.2416e-05 code: 2.0410e-02 fc: 4.2932e-02 recT: 4.2020e-05 total: 1.4778e-04 | time: 0.051
I 06.28/02:22:40 solver.py:282 ] Epoch: [2/400][80/391] lr: 6.02e-06 | recon: 4.0604e-05 code: 2.0171e-02 fc: 4.3147e-02 recT: 4.0203e-05 total: 1.4412e-04 | time: 0.051
I 06.28/02:22:41 solver.py:282 ] Epoch: [2/400][100/391] lr: 6.28e-06 | recon: 3.9614e-05 code: 2.0002e-02 fc: 4.3544e-02 recT: 3.9217e-05 total: 1.4238e-04 | time: 0.049
I 06.28/02:22:42 solver.py:282 ] Epoch: [2/400][120/391] lr: 6.53e-06 | recon: 3.8497e-05 code: 1.9741e-02 fc: 4.3430e-02 recT: 3.8094e-05 total: 1.3976e-04 | time: 0.049
I 06.28/02:22:43 solver.py:282 ] Epoch: [2/400][140/391] lr: 6.79e-06 | recon: 3.7412e-05 code: 1.9535e-02 fc: 4.3485e-02 recT: 3.7005e-05 total: 1.3744e-04 | time: 0.048
I 06.28/02:22:44 solver.py:282 ] Epoch: [2/400][160/391] lr: 7.05e-06 | recon: 3.6561e-05 code: 1.9331e-02 fc: 4.3421e-02 recT: 3.6151e-05 total: 1.3546e-04 | time: 0.047
I 06.28/02:22:45 solver.py:282 ] Epoch: [2/400][180/391] lr: 7.30e-06 | recon: 3.5852e-05 code: 1.9174e-02 fc: 4.3530e-02 recT: 3.5440e-05 total: 1.3400e-04 | time: 0.047
I 06.28/02:22:46 solver.py:282 ] Epoch: [2/400][200/391] lr: 7.56e-06 | recon: 3.5029e-05 code: 1.8955e-02 fc: 4.3345e-02 recT: 3.4617e-05 total: 1.3195e-04 | time: 0.047
I 06.28/02:22:47 solver.py:282 ] Epoch: [2/400][220/391] lr: 7.81e-06 | recon: 3.4294e-05 code: 1.8774e-02 fc: 4.3206e-02 recT: 3.3880e-05 total: 1.3015e-04 | time: 0.047
I 06.28/02:22:47 solver.py:282 ] Epoch: [2/400][240/391] lr: 8.07e-06 | recon: 3.3720e-05 code: 1.8589e-02 fc: 4.3069e-02 recT: 3.3305e-05 total: 1.2868e-04 | time: 0.046
I 06.28/02:22:49 solver.py:282 ] Epoch: [2/400][260/391] lr: 8.32e-06 | recon: 3.3278e-05 code: 1.8435e-02 fc: 4.2957e-02 recT: 3.2862e-05 total: 1.2753e-04 | time: 0.047
I 06.28/02:22:49 solver.py:282 ] Epoch: [2/400][280/391] lr: 8.58e-06 | recon: 3.2741e-05 code: 1.8278e-02 fc: 4.2810e-02 recT: 3.2324e-05 total: 1.2615e-04 | time: 0.046
I 06.28/02:22:50 solver.py:282 ] Epoch: [2/400][300/391] lr: 8.84e-06 | recon: 3.2232e-05 code: 1.8128e-02 fc: 4.2674e-02 recT: 3.1812e-05 total: 1.2484e-04 | time: 0.047
I 06.28/02:22:51 solver.py:282 ] Epoch: [2/400][320/391] lr: 9.09e-06 | recon: 3.1823e-05 code: 1.7984e-02 fc: 4.2523e-02 recT: 3.1402e-05 total: 1.2373e-04 | time: 0.046
I 06.28/02:22:52 solver.py:282 ] Epoch: [2/400][340/391] lr: 9.35e-06 | recon: 3.1381e-05 code: 1.7842e-02 fc: 4.2366e-02 recT: 3.0959e-05 total: 1.2255e-04 | time: 0.047
I 06.28/02:22:53 solver.py:282 ] Epoch: [2/400][360/391] lr: 9.60e-06 | recon: 3.0973e-05 code: 1.7705e-02 fc: 4.2195e-02 recT: 3.0550e-05 total: 1.2142e-04 | time: 0.046
I 06.28/02:22:54 solver.py:282 ] Epoch: [2/400][380/391] lr: 9.86e-06 | recon: 3.0585e-05 code: 1.7564e-02 fc: 4.2008e-02 recT: 3.0161e-05 total: 1.2032e-04 | time: 0.046
I 06.28/02:22:54 solver.py:318 ] => Train  Recon loss: 3.0388e-05 | Code loss: 1.7483e-02 | FC loss: 4.1867e-02 | Teacher recon loss: 2.9963e-05 | Total: 1.1970e-04 | adapter/W1_norm=6.1551e+01 | adapter/W1_mean=2.4239e-05 | adapter/W1_std=6.0108e-02 | adapter/W2_norm=5.7951e-01 | adapter/W2_mean=5.4808e-04 | adapter/W2_std=1.4100e-04 | adapter/delta_ratio=7.7044e-01

I 06.28/02:22:55 solver.py:282 ] Epoch: [3/400][20/391] lr: 1.03e-05 | recon: 2.2116e-05 code: 1.4504e-02 fc: 3.6980e-02 recT: 2.1663e-05 total: 9.5263e-05 | time: 0.046
I 06.28/02:22:56 solver.py:282 ] Epoch: [3/400][40/391] lr: 1.05e-05 | recon: 2.2154e-05 code: 1.4414e-02 fc: 3.6682e-02 recT: 2.1701e-05 total: 9.4951e-05 | time: 0.045
I 06.28/02:22:57 solver.py:282 ] Epoch: [3/400][60/391] lr: 1.08e-05 | recon: 2.2152e-05 code: 1.4340e-02 fc: 3.6563e-02 recT: 2.1699e-05 total: 9.4754e-05 | time: 0.043
I 06.28/02:22:58 solver.py:282 ] Epoch: [3/400][80/391] lr: 1.10e-05 | recon: 2.1788e-05 code: 1.4155e-02 fc: 3.6002e-02 recT: 2.1337e-05 total: 9.3281e-05 | time: 0.046
I 06.28/02:22:59 solver.py:282 ] Epoch: [3/400][100/391] lr: 1.13e-05 | recon: 2.1553e-05 code: 1.4024e-02 fc: 3.5609e-02 recT: 2.1101e-05 total: 9.2287e-05 | time: 0.045
I 06.28/02:23:00 solver.py:282 ] Epoch: [3/400][120/391] lr: 1.15e-05 | recon: 2.1269e-05 code: 1.3880e-02 fc: 3.5195e-02 recT: 2.0818e-05 total: 9.1162e-05 | time: 0.047
I 06.28/02:23:02 solver.py:282 ] Epoch: [3/400][140/391] lr: 1.18e-05 | recon: 2.1051e-05 code: 1.3739e-02 fc: 3.4800e-02 recT: 2.0601e-05 total: 9.0191e-05 | time: 0.052
I 06.28/02:23:04 solver.py:282 ] Epoch: [3/400][160/391] lr: 1.20e-05 | recon: 2.0866e-05 code: 1.3601e-02 fc: 3.4387e-02 recT: 2.0415e-05 total: 8.9268e-05 | time: 0.059
I 06.28/02:23:05 solver.py:282 ] Epoch: [3/400][180/391] lr: 1.23e-05 | recon: 2.0660e-05 code: 1.3473e-02 fc: 3.4005e-02 recT: 2.0207e-05 total: 8.8345e-05 | time: 0.058
I 06.28/02:23:06 solver.py:282 ] Epoch: [3/400][200/391] lr: 1.26e-05 | recon: 2.0456e-05 code: 1.3349e-02 fc: 3.3673e-02 recT: 2.0005e-05 total: 8.7483e-05 | time: 0.057
I 06.28/02:23:07 solver.py:282 ] Epoch: [3/400][220/391] lr: 1.28e-05 | recon: 2.0197e-05 code: 1.3212e-02 fc: 3.3266e-02 recT: 1.9746e-05 total: 8.6420e-05 | time: 0.056
I 06.28/02:23:08 solver.py:282 ] Epoch: [3/400][240/391] lr: 1.31e-05 | recon: 1.9985e-05 code: 1.3086e-02 fc: 3.2917e-02 recT: 1.9534e-05 total: 8.5523e-05 | time: 0.056
I 06.28/02:23:09 solver.py:282 ] Epoch: [3/400][260/391] lr: 1.33e-05 | recon: 1.9787e-05 code: 1.2953e-02 fc: 3.2534e-02 recT: 1.9336e-05 total: 8.4610e-05 | time: 0.055
I 06.28/02:23:10 solver.py:282 ] Epoch: [3/400][280/391] lr: 1.36e-05 | recon: 1.9585e-05 code: 1.2836e-02 fc: 3.2206e-02 recT: 1.9135e-05 total: 8.3763e-05 | time: 0.055
I 06.28/02:23:10 solver.py:282 ] Epoch: [3/400][300/391] lr: 1.38e-05 | recon: 1.9342e-05 code: 1.2707e-02 fc: 3.1835e-02 recT: 1.8893e-05 total: 8.2778e-05 | time: 0.053
I 06.28/02:23:11 solver.py:282 ] Epoch: [3/400][320/391] lr: 1.41e-05 | recon: 1.9158e-05 code: 1.2577e-02 fc: 3.1458e-02 recT: 1.8708e-05 total: 8.1901e-05 | time: 0.053
I 06.28/02:23:12 solver.py:282 ] Epoch: [3/400][340/391] lr: 1.43e-05 | recon: 1.8962e-05 code: 1.2450e-02 fc: 3.1088e-02 recT: 1.8512e-05 total: 8.1012e-05 | time: 0.052
I 06.28/02:23:13 solver.py:282 ] Epoch: [3/400][360/391] lr: 1.46e-05 | recon: 1.8748e-05 code: 1.2325e-02 fc: 3.0726e-02 recT: 1.8296e-05 total: 8.0095e-05 | time: 0.052
I 06.28/02:23:14 solver.py:282 ] Epoch: [3/400][380/391] lr: 1.49e-05 | recon: 1.8527e-05 code: 1.2199e-02 fc: 3.0341e-02 recT: 1.8075e-05 total: 7.9141e-05 | time: 0.052
I 06.28/02:23:15 solver.py:318 ] => Train  Recon loss: 1.8447e-05 | Code loss: 1.2135e-02 | FC loss: 3.0147e-02 | Teacher recon loss: 1.7993e-05 | Total: 7.8721e-05 | adapter/W1_norm=6.1585e+01 | adapter/W1_mean=2.0079e-05 | adapter/W1_std=6.0141e-02 | adapter/W2_norm=6.4556e-01 | adapter/W2_mean=5.4455e-04 | adapter/W2_std=3.1767e-04 | adapter/delta_ratio=7.7082e-01

I 06.28/02:23:16 solver.py:282 ] Epoch: [4/400][20/391] lr: 1.53e-05 | recon: 1.4115e-05 code: 9.5827e-03 fc: 2.2642e-02 recT: 1.3650e-05 total: 5.9990e-05 | time: 0.052
I 06.28/02:23:16 solver.py:282 ] Epoch: [4/400][40/391] lr: 1.55e-05 | recon: 1.3983e-05 code: 9.3964e-03 fc: 2.2132e-02 recT: 1.3534e-05 total: 5.9045e-05 | time: 0.046
